

Here are the 16 flight plans:

BNA | IAD | AA | Non-stop | 06:00 | 08:35 | 248.00
DPS | BNA | TG | 1 (BKK) | 13:45 | 05:10 | 1000.00
DPS | BNA | MH | 2 (KUL, NRT) | 15:15 | 07:00 | 1250.00
DPS | BNA | CX | 1 (HKG) | 17:00 | 08:30 | 1100.00
DPS | BNA | JL | 2 (NRT, SFO) | 18:30 | 09:15 | 1300.00
DPS | BNA | KE | 1 (ICN) | 20:00 | 10:45 | 1050.00
DPS | BNA | OZ | 2 (ICN, LAX) | 21:30 | 12:00 | 1400.00


Here are the 16 flight plans:

BNA | BCN | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
BNA | BCN | Delta Air Lines | 2 (ATL, CDG) | 10:30 | 20:45 | 1100.00
BNA | BCN | Iberia | Non-stop | 13:45 | 06:15 | 1200.00
BNA | BCN | Lufthansa | 1 (FRA) | 16:00 | 09:30 | 1300.00
BNA | BCN | United Airlines | 2 (EWR, MUC) | 18:15 | 11:50 | 1400.00
BNA | BCN | Air Europa | 1 (MAD) | 20:45 | 12:20 | 1000.00
BNA | BCN | KLM | 2 (AMS, BRU) | 22:30 | 14:10 | 1200.00
BNA | BCN | Swiss International | 1 (ZRH) | 06:00 | 16:40 | 1100.00

BCN | BNA | American Airlines | 1 (PHL) | 09:00 | 19:30 | 900.00
BCN | BNA | Delta Air Lines | 2 (CDG, ATL) | 11:30 | 22:45 | 1200.00
BCN | BNA | Iberia | Non-stop | 14:45 | 07:15 | 1300.00
BCN | BNA | Lufthansa | 1 (FRA) | 17:00 | 10:30 | 1400.00
BCN | BNA | United Airlines | 2 (MUC, EWR) | 19:15 | 12:50 | 1500.00
BCN | BNA | Air Europa | 1 (MAD) | 21:45 | 13:20 | 1100.00
BCN | BNA | KLM | 2 (BRU, AMS) | 23:30 | 15:10 | 1300.00
BCN | BNA | Swiss International | 1 (ZRH) | 07:00 | 17:40 | 1200.00


Here are the 16 flight plans:

BNA | PEK | AA | 1 (DFW) | 08:00 | 10:35 (+1) | 850.00
BNA | PEK | UA | 2 (ORD, SFO) | 09:30 | 12:10 (+1) | 1050.00
BNA | PEK | DL | 1 (ATL) | 10:15 | 13:50 (+1) | 920.00
BNA | PEK | HU | 2 (LAX, NRT) | 11:00 | 15:40 (+1) | 980.00
BNA | PEK | CA | 1 (IAH) | 12:30 | 16:05 (+1) | 900.00
BNA | PEK | MU | 2 (DFW, PVG) | 13:45 | 18:20 (+1) | 1100.00
BNA | PEK | CZ | 1 (CAN) | 14:50 | 19:25 (+1) | 960.00
BNA | PEK | OZ | 2 (LAX, ICN) | 16:00 | 21:40 (+1) | 1000.00

PEK | BNA | AA | 1 (DFW) | 09:00 | 08:35 (-1) | 820.00
PEK | BNA | UA | 2 (SFO, ORD) | 10:30 | 10:10 (-1) | 1000.00
PEK | BNA | DL | 1 (ATL) | 11:45 | 11:20 (-1) | 890.00
PEK | BNA | HU | 2 (NRT, LAX) | 13:00 | 12:40 (-1) | 950.00
PEK | BNA | CA | 1 (IAH) | 14:15 | 13:50 (-1) | 870.00
PEK | BNA | MU | 2 (PVG, DFW) | 15:30 | 15:10 (-1) | 1040.00
PEK | BNA | CZ | 1 (CAN) | 16:45 | 16:25 (-1) | 930.00
PEK | BNA | OZ | 2 (ICN, LAX) | 18:00 | 17:40 (-1) | 980.00


Here are the 16 flight plans:

BNA | BER | AA | 1 (JFK) | 08:00 | 18:30 | 450.00
BNA | BER | UA | 2 (ORD, FRA) | 10:30 | 21:15 | 520.00
BNA | BER | DL | 1 (ATL) | 12:45 | 22:50 | 480.00
BNA | BER | LH | 1 (FRA) | 14:15 | 23:40 | 500.00
BNA | BER | WN | 2 (MDW, AMS) | 16:00 | 01:10 | 550.00
BNA | BER | AC | 1 (YYZ) | 18:30 | 03:20 | 530.00
BNA | BER | BA | 1 (LHR) | 20:45 | 05:00 | 580.00
BNA | BER | KL | 2 (AMS, CDG) | 22:15 | 06:40 | 610.00
BER | BNA | AA | 1 (JFK) | 09:00 | 19:30 | 420.00
BER | BNA | UA | 2 (FRA, ORD) | 11:30 | 22:10 | 490.00
BER | BNA | DL | 1 (ATL) | 13:45 | 23:50 | 450.00
BER | BNA | LH | 1 (FRA) | 15:15 | 00:40 | 470.00
BER | BNA | WN | 2 (AMS, MDW) | 17:00 | 02:10 | 510.00
BER | BNA | AC | 1 (YYZ) | 19:30 | 04:20 | 500.00
BER | BNA | BA | 1 (LHR) | 21:45 | 06:00 | 560.00
BER | BNA | KL | 2 (CDG, AMS) | 23:15 | 07:40 | 590.00


Here are the 16 flight plans:

BNA | EZE | American Airlines | 1 (MIA) | 08:00 | 22:30 | 850.00
BNA | EZE | Delta Air Lines | 2 (ATL, GRU) | 09:30 | 23:59 | 1200.00
BNA | EZE | LATAM | 0 | 11:00 | 20:30 | 950.00
BNA | EZE | United Airlines | 1 (IAH) | 12:30 | 22:00 | 1000.00
BNA | EZE | Avianca | 2 (BOG, LIM) | 14:00 | 01:30 | 1300.00
BNA | EZE | Aerolineas Argentinas | 0 | 15:30 | 23:59 | 1100.00
BNA | EZE | Copa Airlines | 1 (PTY) | 17:00 | 01:00 | 1050.00
BNA | EZE | Air Canada | 2 (YYZ, SCL) | 19:00 | 02:30 | 1250.00
EZE | BNA | American Airlines | 1 (MIA) | 08:30 | 19:00 | 900.00
EZE | BNA | Delta Air Lines | 2 (GRU, ATL) | 10:00 | 21:30 | 1150.00
EZE | BNA | LATAM | 0 | 11:30 | 20:00 | 1050.00
EZE | BNA | United Airlines | 1 (IAH) | 13:00 | 21:00 | 1100.00
EZE | BNA | Avianca | 2 (LIM, BOG) | 14:30 | 01:00 | 1250.00
EZE | BNA | Aerolineas Argentinas | 0 | 16:00 | 23:30 | 1200.00
EZE | BNA | Copa Airlines | 1 (PTY) | 17:30 | 01:30 | 1000.00
EZE | BNA | Air Canada | 2 (SCL, YYZ) | 19:30 | 03:00 | 1300.00


Here are the 16 flight plans:

BNA | SJD | AA | 1 (DFW) | 08:00 | 11:35 | 542.00
BNA | SJD | UA | 1 (IAH) | 09:30 | 13:05 | 478.00
BNA | SJD | WN | 1 (HOU) | 10:45 | 14:20 | 512.00
BNA | SJD | DL | 1 (ATL) | 12:00 | 15:35 | 550.00
BNA | SJD | AS | 2 (SEA, LAX) | 13:30 | 18:05 | 628.00
BNA | SJD | F9 | 1 (DEN) | 14:45 | 18:20 | 488.00
BNA | SJD | NK | 1 (FLL) | 16:00 | 19:35 | 458.00
BNA | SJD | SY | 1 (MSP) | 17:15 | 20:50 | 498.00
SJD | BNA | AA | 1 (DFW) | 08:00 | 13:35 | 522.00
SJD | BNA | UA | 1 (IAH) | 09:30 | 14:05 | 458.00
SJD | BNA | WN | 1 (HOU) | 10:45 | 15:20 | 492.00
SJD | BNA | DL | 1 (ATL) | 12:00 | 16:35 | 570.00
SJD | BNA | AS | 2 (LAX, SEA) | 13:30 | 19:05 | 648.00
SJD | BNA | F9 | 1 (DEN) | 14:45 | 19:20 | 508.00
SJD | BNA | NK | 1 (FLL) | 16:00 | 20:35 | 478.00
SJD | BNA | SY | 1 (MSP) | 17:15 | 21:50 | 528.00


Here are the 16 flight plans:

BNA | CAI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
BNA | CAI | Lufthansa | 1 stop (FRA) | 09:15 | 20:45 | 950.00
BNA | CAI | Emirates | Non-stop | 10:30 | 21:00 | 1200.00
BNA | CAI | Turkish Airlines | 1 stop (IST) | 11:45 | 23:15 | 1050.00
BNA | CAI | British Airways | 1 stop (LHR) | 13:00 | 01:30 | 1000.00
BNA | CAI | Qatar Airways | Non-stop | 14:15 | 02:45 | 1100.00
BNA | CAI | EgyptAir | Non-stop | 15:30 | 04:00 | 900.00
BNA | CAI | KLM | 1 stop (AMS) | 16:45 | 05:15 | 1020.00
CAI | BNA | American Airlines | Non-stop | 08:00 | 14:30 | 850.00
CAI | BNA | Lufthansa | 1 stop (FRA) | 09:15 | 16:45 | 950.00
CAI | BNA | Emirates | Non-stop | 10:30 | 18:00 | 1200.00
CAI | BNA | Turkish Airlines | 1 stop (IST) | 11:45 | 20:15 | 1050.00
CAI | BNA | British Airways | 1 stop (LHR) | 13:00 | 22:30 | 1000.00
CAI | BNA | Qatar Airways | Non-stop | 14:15 | 00:45 | 1100.00
CAI | BNA | EgyptAir | Non-stop | 15:30 | 02:00 | 900.00
CAI | BNA | KLM | 1 stop (AMS) | 16:45 | 04:15 | 1020.00


Here are the 16 flight plans:

BNA | CUN | AA | 0 | 08:00 | 11:30 | 542.00
BNA | CUN | WN | 1 (HOU) | 09:15 | 13:45 | 472.00
BNA | CUN | DL | 0 | 10:30 | 14:00 | 512.00
BNA | CUN | UA | 1 (IAH) | 11:45 | 16:15 | 502.00
BNA | CUN | F9 | 0 | 13:00 | 16:30 | 482.00
BNA | CUN | NK | 1 (FLL) | 14:15 | 18:45 | 452.00
BNA | CUN | SY | 0 | 15:30 | 19:00 | 492.00
BNA | CUN | B6 | 1 (JFK) | 16:45 | 21:15 | 522.00
CUN | BNA | AA | 0 | 08:30 | 12:00 | 572.00
CUN | BNA | WN | 1 (HOU) | 09:45 | 14:15 | 502.00
CUN | BNA | DL | 0 | 11:00 | 14:30 | 542.00
CUN | BNA | UA | 1 (IAH) | 12:15 | 16:45 | 532.00
CUN | BNA | F9 | 0 | 13:30 | 17:00 | 512.00
CUN | BNA | NK | 1 (FLL) | 14:45 | 19:15 | 492.00
CUN | BNA | SY | 0 | 16:00 | 20:30 | 552.00
CUN | BNA | B6 | 1 (JFK) | 17:15 | 22:45 | 582.00


Here are the 16 flight plans:

BNA | CPT | AA | 1 (JNB) | 08:00 | 18:30 | 850.00
BNA | CPT | UA | 2 (IAD, LHR) | 10:30 | 21:45 | 1100.00
BNA | CPT | DL | 1 (ATL) | 12:15 | 23:50 | 900.00
BNA | CPT | BA | 2 (LHR, JNB) | 14:00 | 02:15 | 1200.00
BNA | CPT | SA | 1 (JNB) | 16:30 | 03:00 | 1000.00
BNA | CPT | LH | 2 (FRA, JNB) | 18:45 | 05:10 | 1300.00
BNA | CPT | KL | 2 (AMS, JNB) | 20:50 | 06:20 | 1250.00
BNA | CPT | QR | 1 (DOH) | 22:15 | 07:40 | 1150.00

CPT | BNA | AA | 1 (JNB) | 09:00 | 19:30 | 800.00
CPT | BNA | UA | 2 (LHR, IAD) | 11:30 | 22:45 | 1050.00
CPT | BNA | DL | 1 (ATL) | 13:15 | 00:50 | 850.00
CPT | BNA | BA | 2 (JNB, LHR) | 15:00 | 02:15 | 1150.00
CPT | BNA | SA | 1 (JNB) | 17:30 | 04:00 | 950.00
CPT | BNA | LH | 2 (JNB, FRA) | 19:45 | 06:10 | 1200.00
CPT | BNA | KL | 2 (JNB, AMS) | 21:50 | 07:20 | 1150.00
CPT | BNA | QR | 1 (DOH) | 23:15 | 08:40 | 1050.00


Here are the 16 flight plans:

BNA | CPH | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
BNA | CPH | UA | 2 (EWR, FRA) | 10:30 | 20:15 | 1100.00
BNA | CPH | DL | 1 (AMS) | 12:45 | 22:50 | 900.00
BNA | CPH | LH | 1 (FRA) | 14:00 | 00:30 | 1050.00
BNA | CPH | BA | 1 (LHR) | 16:15 | 02:45 | 1000.00
BNA | CPH | SK | 1 (OSL) | 18:30 | 05:00 | 950.00
BNA | CPH | KL | 1 (AMS) | 20:45 | 06:15 | 920.00
BNA | CPH | AF | 2 (CDG, FRA) | 22:00 | 08:30 | 1250.00
CPH | BNA | AA | 1 (LHR) | 09:00 | 19:30 | 850.00
CPH | BNA | UA | 2 (FRA, EWR) | 11:30 | 21:15 | 1100.00
CPH | BNA | DL | 1 (AMS) | 13:45 | 23:50 | 900.00
CPH | BNA | LH | 1 (FRA) | 15:00 | 01:30 | 1050.00
CPH | BNA | BA | 1 (LHR) | 17:15 | 03:45 | 1000.00
CPH | BNA | SK | 1 (OSL) | 19:30 | 06:00 | 950.00
CPH | BNA | KL | 1 (AMS) | 21:45 | 07:15 | 920.00
CPH | BNA | AF | 2 (FRA, CDG) | 23:00 | 09:30 | 1250.00


Here are the 16 flight plans:

BNA | DXB | Emirates | 1 (ATL) | 08:00 | 19:30 | 850.00
BNA | DXB | Delta | 1 (CDG) | 10:00 | 21:45 | 920.00
BNA | DXB | Qatar | 1 (DOH) | 12:00 | 23:15 | 950.00
BNA | DXB | Lufthansa | 2 (FRA, IST) | 14:00 | 02:30 | 1100.00
BNA | DXB | Turkish | 1 (IST) | 16:00 | 03:45 | 1000.00
BNA | DXB | American | 1 (LHR) | 18:00 | 05:15 | 1050.00
BNA | DXB | British | 1 (LHR) | 20:00 | 06:30 | 1080.00
BNA | DXB | KLM | 2 (AMS, RUH) | 22:00 | 08:45 | 1200.00
DXB | BNA | Emirates | 1 (ATL) | 02:00 | 13:30 | 900.00
DXB | BNA | Delta | 1 (CDG) | 04:00 | 15:45 | 980.00
DXB | BNA | Qatar | 1 (DOH) | 06:00 | 17:15 | 1000.00
DXB | BNA | Lufthansa | 2 (FRA, IST) | 08:00 | 20:30 | 1150.00
DXB | BNA | Turkish | 1 (IST) | 10:00 | 22:45 | 1050.00
DXB | BNA | American | 1 (LHR) | 12:00 | 00:15 | 1100.00
DXB | BNA | British | 1 (LHR) | 14:00 | 02:30 | 1120.00
DXB | BNA | KLM | 2 (AMS, RUH) | 16:00 | 04:45 | 1250.00


Here are the 16 flight plans:

BNA | DUB | American Airlines | 1 (PHL) | 08:00 | 17:30 | 850.00
BNA | DUB | Delta Air Lines | 1 (JFK) | 10:30 | 20:00 | 920.00
BNA | DUB | United Airlines | 1 (EWR) | 12:00 | 21:30 | 950.00
BNA | DUB | Lufthansa | 1 (FRA) | 14:00 | 23:30 | 1050.00
BNA | DUB | British Airways | 1 (LHR) | 16:00 | 01:30 | 1100.00
BNA | DUB | Iberia | 1 (MAD) | 18:00 | 03:30 | 1000.00
BNA | DUB | Air France | 1 (CDG) | 20:00 | 05:30 | 1020.00
BNA | DUB | KLM | 1 (AMS) | 22:00 | 07:30 | 980.00

DUB | BNA | Aer Lingus | 1 (BOS) | 08:00 | 14:30 | 900.00
DUB | BNA | American Airlines | 1 (PHL) | 10:30 | 17:00 | 950.00
DUB | BNA | Delta Air Lines | 1 (JFK) | 12:00 | 19:30 | 1000.00
DUB | BNA | United Airlines | 1 (EWR) | 14:00 | 21:00 | 1050.00
DUB | BNA | Lufthansa | 1 (FRA) | 16:00 | 23:30 | 1100.00
DUB | BNA | British Airways | 1 (LHR) | 18:00 | 02:30 | 1150.00
DUB | BNA | Iberia | 1 (MAD) | 20:00 | 05:00 | 1080.00
DUB | BNA | Air France | 1 (CDG) | 22:00 | 07:00 | 1020.00


Here are the 16 flight plans:

BNA | EDI | American Airlines | Non-stop | 08:00 | 18:30 | 450.00
BNA | EDI | Delta Air Lines | 1 stop (JFK) | 09:30 | 20:15 | 520.00
BNA | EDI | United Airlines | 2 stops (ORD, LHR) | 10:45 | 22:50 | 650.00
BNA | EDI | Lufthansa | Non-stop | 12:00 | 22:00 | 580.00
BNA | EDI | British Airways | 1 stop (LHR) | 13:15 | 23:30 | 610.00
BNA | EDI | KLM Royal Dutch | 2 stops (AMS, LHR) | 14:30 | 01:15 | 730.00
BNA | EDI | Air France | 1 stop (CDG) | 15:45 | 02:00 | 680.00
BNA | EDI | Iberia | 2 stops (MAD, LHR) | 17:00 | 03:30 | 800.00
EDI | BNA | American Airlines | Non-stop | 09:00 | 13:30 | 480.00
EDI | BNA | Delta Air Lines | 1 stop (JFK) | 10:30 | 15:15 | 550.00
EDI | BNA | United Airlines | 2 stops (LHR, ORD) | 12:00 | 17:50 | 680.00
EDI | BNA | Lufthansa | Non-stop | 13:30 | 18:30 | 620.00
EDI | BNA | British Airways | 1 stop (LHR) | 15:00 | 20:30 | 650.00
EDI | BNA | KLM Royal Dutch | 2 stops (LHR, AMS) | 16:30 | 22:15 | 760.00
EDI | BNA | Air France | 1 stop (CDG) | 18:00 | 23:30 | 710.00
EDI | BNA | Iberia | 2 stops (LHR, MAD) | 19:30 | 01:15 | 830.00


Here are the 16 flight plans:

BNA | HAN | AA | 1 (DFW) | 08:00 | 19:30 | 850.00
BNA | HAN | UA | 2 (ORD, SFO) | 10:30 | 22:45 | 950.00
BNA | HAN | DL | 1 (ATL) | 12:45 | 00:15 | 900.00
BNA | HAN | WN | 2 (DAL, LAX) | 14:00 | 02:20 | 1050.00
BNA | HAN | AS | 1 (SEA) | 16:15 | 03:40 | 1000.00
BNA | HAN | HA | 2 (HNL, GUM) | 18:30 | 06:50 | 1200.00
BNA | HAN | B6 | 1 (JFK) | 20:45 | 08:10 | 1100.00
BNA | HAN | NK | 2 (FLL, NRT) | 22:00 | 10:25 | 1250.00

HAN | BNA | AA | 1 (DFW) | 09:15 | 20:40 | 800.00
HAN | BNA | UA | 2 (SFO, ORD) | 11:45 | 23:55 | 900.00
HAN | BNA | DL | 1 (ATL) | 14:00 | 02:20 | 850.00
HAN | BNA | WN | 2 (LAX, DAL) | 16:15 | 04:35 | 1000.00
HAN | BNA | AS | 1 (SEA) | 18:30 | 06:55 | 950.00
HAN | BNA | HA | 2 (GUM, HNL) | 20:45 | 09:10 | 1150.00
HAN | BNA | B6 | 1 (JFK) | 22:00 | 10:25 | 1050.00
HAN | BNA | NK | 2 (NRT, FLL) | 23:15 | 11:40 | 1200.00


Here are the 16 flight plans:

BNA | HKG | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
BNA | HKG | UA | 2 (SFO, ICN) | 10:30 | 01:15 | 950.00
BNA | HKG | DL | 1 (LAX) | 12:45 | 03:00 | 780.00
BNA | HKG | CX | 0 | 14:15 | 06:30 | 1200.00
BNA | HKG | JL | 1 (NRT) | 16:00 | 08:30 | 900.00
BNA | HKG | KE | 2 (ATL, ICN) | 18:30 | 10:15 | 1050.00
BNA | HKG | AS | 1 (SEA) | 20:45 | 12:00 | 830.00
BNA | HKG | HX | 2 (DFW, HKG) | 22:15 | 14:30 | 990.00

HKG | BNA | CX | 0 | 09:30 | 21:30 | 1300.00
HKG | BNA | JL | 1 (NRT) | 11:45 | 23:45 | 1000.00
HKG | BNA | KE | 2 (ICN, LAX) | 14:00 | 02:30 | 1150.00
HKG | BNA | UA | 1 (SFO) | 16:15 | 04:30 | 920.00
HKG | BNA | AA | 2 (NRT, DFW) | 18:30 | 06:45 | 1100.00
HKG | BNA | DL | 1 (LAX) | 20:45 | 08:00 | 850.00
HKG | BNA | AS | 2 (SEA, ORD) | 22:15 | 10:30 | 980.00
HKG | BNA | HX | 1 (HKG) | 23:59 | 11:59 | 900.00


Here are the 16 flight plans:

BNA | IST | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
BNA | IST | Turkish Airlines | Non-stop | 10:30 | 19:00 | 950.00
BNA | IST | Lufthansa | 1 (FRA) | 12:00 | 21:30 | 1,050.00
BNA | IST | Delta Air Lines | 1 (CDG) | 14:00 | 23:00 | 900.00
BNA | IST | United Airlines | 1 (EWR) | 16:00 | 01:30 | 1,000.00
BNA | IST | Austrian Airlines | 1 (VIE) | 18:00 | 03:00 | 1,100.00
BNA | IST | British Airways | 1 (LHR) | 20:00 | 05:00 | 1,050.00
BNA | IST | KLM Royal Dutch | 1 (AMS) | 22:00 | 06:30 | 1,000.00
IST | BNA | Turkish Airlines | Non-stop | 09:00 | 13:30 | 1,000.00
IST | BNA | Lufthansa | 1 (FRA) | 11:00 | 16:30 | 1,100.00
IST | BNA | American Airlines | 1 (LHR) | 13:00 | 18:30 | 950.00
IST | BNA | United Airlines | 1 (EWR) | 15:00 | 21:00 | 1,050.00
IST | BNA | Delta Air Lines | 1 (CDG) | 17:00 | 23:00 | 900.00
IST | BNA | Austrian Airlines | 1 (VIE) | 19:00 | 02:00 | 1,100.00
IST | BNA | British Airways | 1 (LHR) | 21:00 | 04:30 | 1,000.00
IST | BNA | KLM Royal Dutch | 1 (AMS) | 23:00 | 06:30 | 1,000.00


Here are the 16 flight plans:

BNA | TLV | AA | 1 (CDG) | 08:00 | 18:30 | 850.00
BNA | TLV | UA | 2 (EWR, FRA) | 10:30 | 22:15 | 1100.00
BNA | TLV | DL | 1 (AMS) | 13:45 | 00:50 | 950.00
BNA | TLV | LY | 0 | 16:00 | 07:00 | 1200.00
BNA | TLV | TK | 1 (IST) | 18:15 | 10:30 | 1000.00
BNA | TLV | BA | 2 (LHR, FCO) | 20:00 | 14:45 | 1300.00
BNA | TLV | LH | 1 (FRA) | 21:30 | 13:15 | 1050.00
BNA | TLV | AZ | 1 (MXP) | 22:45 | 15:00 | 1150.00

TLV | BNA | AA | 1 (CDG) | 09:00 | 19:30 | 800.00
TLV | BNA | UA | 2 (FRA, EWR) | 11:30 | 23:15 | 1050.00
TLV | BNA | DL | 1 (AMS) | 14:45 | 01:50 | 900.00
TLV | BNA | LY | 0 | 17:00 | 08:00 | 1100.00
TLV | BNA | TK | 1 (IST) | 19:15 | 11:30 | 950.00
TLV | BNA | BA | 2 (FCO, LHR) | 21:00 | 15:45 | 1250.00
TLV | BNA | LH | 1 (FRA) | 22:30 | 14:15 | 1000.00
TLV | BNA | AZ | 1 (MXP) | 23:45 | 16:00 | 1150.00


Here are the 16 flight plans:

BNA | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
BNA | LIM | DL | 2 (ATL, BOG) | 09:30 | 21:15 | 1100.00
BNA | LIM | UA | 1 (IAH) | 11:45 | 20:50 | 950.00
BNA | LIM | AV | 1 (BOG) | 13:15 | 22:20 | 1050.00
BNA | LIM | LA | 2 (MIA, UIO) | 14:30 | 23:45 | 1250.00
BNA | LIM | CM | 1 (PTY) | 15:50 | 00:10 | 1200.00
BNA | LIM | WN | 2 (HOU, MEX) | 17:00 | 01:30 | 1300.00
BNA | LIM | AS | 1 (DFW) | 18:30 | 02:45 | 1150.00
LIM | BNA | AA | 1 (MIA) | 09:00 | 19:30 | 900.00
LIM | BNA | DL | 2 (BOG, ATL) | 10:30 | 22:15 | 1200.00
LIM | BNA | UA | 1 (IAH) | 12:45 | 21:50 | 1000.00
LIM | BNA | AV | 1 (BOG) | 14:15 | 23:20 | 1100.00
LIM | BNA | LA | 2 (UIO, MIA) | 15:30 | 00:45 | 1350.00
LIM | BNA | CM | 1 (PTY) | 16:50 | 01:10 | 1250.00
LIM | BNA | WN | 2 (MEX, HOU) | 18:00 | 02:30 | 1400.00
LIM | BNA | AS | 1 (DFW) | 19:30 | 03:45 | 1300.00


Here are the 16 flight plans:

BNA | LHR | AA | 1 (JFK) | 08:00 | 18:30 | 850.00
BNA | LHR | BA | 0 | 10:00 | 20:00 | 1200.00
BNA | LHR | DL | 1 (ATL) | 12:00 | 22:30 | 950.00
BNA | LHR | UA | 1 (EWR) | 14:00 | 00:30 | 1050.00
BNA | LHR | VS | 0 | 16:00 | 02:00 | 1300.00
BNA | LHR | AA | 2 (JFK, PHL) | 18:00 | 04:30 | 1100.00
BNA | LHR | DL | 1 (CDG) | 20:00 | 06:30 | 1000.00
BNA | LHR | UA | 1 (ORD) | 22:00 | 08:30 | 900.00

LHR | BNA | BA | 0 | 09:00 | 13:00 | 1000.00
LHR | BNA | AA | 1 (PHL) | 11:00 | 15:30 | 900.00
LHR | BNA | DL | 1 (ATL) | 13:00 | 17:30 | 850.00
LHR | BNA | UA | 1 (EWR) | 15:00 | 19:30 | 950.00
LHR | BNA | VS | 0 | 17:00 | 21:00 | 1200.00
LHR | BNA | AA | 2 (JFK, MIA) | 19:00 | 23:30 | 1100.00
LHR | BNA | DL | 1 (CDG) | 21:00 | 01:30 | 1050.00
LHR | BNA | UA | 1 (ORD) | 23:00 | 03:30 | 1000.00


BNA | MAD | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
BNA | MAD | Iberia | 1 stop (JFK) | 10:30 | 20:15 | 920.00
BNA | MAD | Delta Air Lines | Non-stop | 12:45 | 23:00 | 950.00
BNA | MAD | Lufthansa | 2 stops (FRA, MUC) | 14:00 | 08:30 (+1) | 1100.00
BNA | MAD | United Airlines | 1 stop (EWR) | 16:15 | 00:45 (+1) | 1050.00
BNA | MAD | Air Europa | Non-stop | 18:30 | 02:15 (+1) | 1000.00
BNA | MAD | British Airways | 1 stop (LHR) | 20:45 | 04:30 (+1) | 1150.00
BNA | MAD | TAP Air Portugal | 2 stops (LIS, OPO) | 22:00 | 10:00 (+1) | 1250.00
MAD | BNA | Iberia | Non-stop | 09:00 | 13:30 | 800.00
MAD | BNA | American Airlines | 1 stop (PHL) | 11:30 | 16:15 | 900.00
MAD | BNA | Delta Air Lines | Non-stop | 14:00 | 18:30 | 850.00
MAD | BNA | Lufthansa | 2 stops (MUC, FRA) | 16:15 | 22:45 | 1000.00
MAD | BNA | United Airlines | 1 stop (EWR) | 18:30 | 00:15 (+1) | 950.00
MAD | BNA | Air Europa | Non-stop | 20:45 | 02:15 (+1) | 900.00
MAD | BNA | British Airways | 1 stop (LHR) | 22:00 | 04:45 (+1) | 1050.00
MAD | BNA | TAP Air Portugal | 2 stops (OPO, LIS) | 23:30 | 09:15 (+1) | 1200.00


Here are the 16 flight plans:

BNA | MEX | American Airlines | 0 | 08:00 | 10:30 | 542.50
BNA | MEX | Delta Air Lines | 1 (ATL) | 09:15 | 12:45 | 620.00
BNA | MEX | United Airlines | 0 | 10:45 | 13:15 | 580.00
BNA | MEX | Aeromexico | 0 | 12:00 | 14:30 | 550.00
BNA | MEX | Frontier Airlines | 1 (DEN) | 13:30 | 16:00 | 520.00
BNA | MEX | Spirit Airlines | 1 (FLL) | 14:45 | 17:15 | 480.00
BNA | MEX | Southwest Airlines | 0 | 16:00 | 18:30 | 510.00
BNA | MEX | Alaska Airlines | 1 (SEA) | 17:15 | 20:45 | 600.00

MEX | BNA | Aeromexico | 0 | 08:00 | 10:30 | 570.00
MEX | BNA | American Airlines | 1 (DFW) | 09:15 | 12:45 | 650.00
MEX | BNA | Delta Air Lines | 0 | 10:45 | 13:15 | 590.00
MEX | BNA | United Airlines | 1 (IAH) | 12:00 | 14:30 | 630.00
MEX | BNA | Frontier Airlines | 1 (PHX) | 13:30 | 16:00 | 560.00
MEX | BNA | Spirit Airlines | 1 (TPA) | 14:45 | 17:15 | 530.00
MEX | BNA | Southwest Airlines | 0 | 16:00 | 18:30 | 540.00
MEX | BNA | Alaska Airlines | 1 (SFO) | 17:15 | 20:45 | 680.00


Here are the 16 flight plans:

BNA | MBJ | AA | 1 (MIA) | 08:00 | 12:30 | 542.00
BNA | MBJ | DL | 0 | 10:30 | 14:45 | 620.00
BNA | MBJ | WN | 1 (FLL) | 12:15 | 17:00 | 480.00
BNA | MBJ | UA | 2 (EWR, IAH) | 14:00 | 20:30 | 750.00
BNA | MBJ | B6 | 1 (JFK) | 15:45 | 21:15 | 580.00
BNA | MBJ | AS | 1 (SAN) | 17:00 | 23:30 | 650.00
BNA | MBJ | F9 | 1 (DEN) | 18:30 | 01:00 | 520.00
BNA | MBJ | NK | 1 (TPA) | 20:00 | 02:30 | 550.00
MBJ | BNA | AA | 1 (CLT) | 08:00 | 12:30 | 520.00
MBJ | BNA | DL | 0 | 10:30 | 14:45 | 600.00
MBJ | BNA | WN | 1 (HOU) | 12:15 | 17:00 | 450.00
MBJ | BNA | UA | 2 (IAH, ORD) | 14:00 | 20:30 | 720.00
MBJ | BNA | B6 | 1 (BOS) | 15:45 | 21:15 | 560.00
MBJ | BNA | AS | 1 (LAX) | 17:00 | 23:30 | 630.00
MBJ | BNA | F9 | 1 (MCO) | 18:30 | 01:00 | 490.00
