

Here are the 16 flight plans:

MCO | TPA | American Airlines | Non-stop | 06:00 | 07:15 | 120.00
MCO | CAI | Qatar Airways | 1 (DOH) | 18:00 | 06:35 | 1050.00
MCO | CAI | KLM | 2 (AMS, CAI) | 19:35 | 08:10 | 1250.00
MCO | CAI | Air France | 2 (CDG, BEY) | 21:10 | 09:45 | 1350.00
CAI | MCO | EgyptAir | 1 (IST) | 08:00 | 14:05 | 800.00
CAI | MCO | Lufthansa | 2 (FRA, MXP) | 09:45 | 16:20 | 1150.00
CAI | MCO | Emirates | 1 (DXB) | 11:30 | 18:55 | 1050.00
CAI | MCO | Turkish Airlines | 1 (IST) | 13:15 | 20:40 | 950.00
CAI | MCO | British Airways | 2 (LHR, MAD) | 14:50 | 22:25 | 1250.00
CAI | MCO | Qatar Airways | 1 (DOH) | 16:25 | 00:00 | 1000.00
CAI | MCO | KLM | 2 (AMS, PAR) | 18:00 | 02:35 | 1200.00
CAI | MCO | Air France | 2 (CDG, FCO) | 19:40 | 04:15 | 1300.00


Here are the 16 flight plans:

MCO | CUN | American Airlines | Non-stop | 08:00 | 10:30 | 420.00
MCO | CUN | Delta Air Lines | 1 stop (ATL) | 09:15 | 12:45 | 450.00
MCO | CUN | United Airlines | Non-stop | 10:45 | 13:15 | 480.00
MCO | CUN | JetBlue Airways | Non-stop | 12:00 | 14:30 | 390.00
MCO | CUN | Spirit Airlines | 1 stop (FLL) | 13:30 | 16:00 | 320.00
MCO | CUN | Frontier Airlines | 1 stop (TPA) | 14:45 | 17:15 | 350.00
MCO | CUN | Southwest Airlines | Non-stop | 16:00 | 18:30 | 410.00
MCO | CUN | Alaska Airlines | 1 stop (SEA) | 17:15 | 20:45 | 500.00
CUN | MCO | American Airlines | Non-stop | 08:30 | 11:00 | 440.00
CUN | MCO | Delta Air Lines | 1 stop (JFK) | 09:45 | 13:15 | 470.00
CUN | MCO | United Airlines | Non-stop | 11:15 | 13:45 | 490.00
CUN | MCO | JetBlue Airways | Non-stop | 12:30 | 15:00 | 400.00
CUN | MCO | Spirit Airlines | 1 stop (BWI) | 13:45 | 16:15 | 330.00
CUN | MCO | Frontier Airlines | 1 stop (DEN) | 15:00 | 17:30 | 360.00
CUN | MCO | Southwest Airlines | Non-stop | 16:15 | 18:45 | 430.00
CUN | MCO | Alaska Airlines | 1 stop (SFO) | 17:30 | 20:00 | 520.00


MCO | CPT | Delta | 1 (ATL) | 08:00 | 20:45 | 850.00
MCO | CPT | American | 2 (DFW, LHR) | 10:30 | 23:15 | 1200.00
MCO | CPT | United | 1 (EWR) | 12:45 | 01:20 | 950.00
MCO | CPT | Lufthansa | 2 (FRA, JNB) | 14:15 | 02:50 | 1500.00
MCO | CPT | Emirates | 1 (DXB) | 16:00 | 04:30 | 1100.00
MCO | CPT | Turkish | 2 (IST, ADD) | 18:30 | 06:10 | 1300.00
MCO | CPT | South African | 0 | 20:00 | 06:00 | 900.00
MCO | CPT | British Airways | 1 (LHR) | 21:45 | 07:25 | 1000.00
CPT | MCO | Delta | 1 (ATL) | 08:00 | 20:45 | 850.00
CPT | MCO | American | 2 (LHR, PHL) | 10:30 | 23:15 | 1200.00
CPT | MCO | United | 1 (EWR) | 12:45 | 01:20 | 950.00
CPT | MCO | Lufthansa | 2 (FRA, JFK) | 14:15 | 02:50 | 1500.00
CPT | MCO | Emirates | 1 (DXB) | 16:00 | 04:30 | 1100.00
CPT | MCO | Turkish | 2 (IST, LHR) | 18:30 | 06:10 | 1300.00
CPT | MCO | South African | 0 | 20:00 | 06:00 | 900.00
CPT | MCO | British Airways | 1 (LHR) | 21:45 | 07:25 | 1000.00


Here are the 16 flight plans:

MCO | CPH | Norwegian | 1 (LHR) | 08:00 | 18:30 | 450.00
MCO | CPH | Delta | 2 (ATL, AMS) | 09:30 | 20:15 | 620.00
MCO | CPH | Lufthansa | 1 (FRA) | 11:15 | 21:45 | 580.00
MCO | CPH | SAS | 0 | 13:00 | 21:00 | 500.00
MCO | CPH | British Airways | 1 (LHR) | 14:30 | 23:00 | 550.00
MCO | CPH | American Airlines | 2 (PHL, CDG) | 16:00 | 00:30 | 650.00
MCO | CPH | Iberia | 1 (MAD) | 17:45 | 02:15 | 520.00
MCO | CPH | United | 1 (EWR) | 19:15 | 03:45 | 480.00
CPH | MCO | Norwegian | 1 (OSL) | 08:30 | 14:00 | 420.00
CPH | MCO | Delta | 2 (AMS, ATL) | 10:00 | 17:30 | 600.00
CPH | MCO | Lufthansa | 1 (FRA) | 11:45 | 19:15 | 560.00
CPH | MCO | SAS | 0 | 13:30 | 20:30 | 480.00
CPH | MCO | British Airways | 1 (LHR) | 15:00 | 22:30 | 530.00
CPH | MCO | American Airlines | 2 (CDG, PHL) | 16:30 | 01:00 | 630.00
CPH | MCO | Iberia | 1 (MAD) | 18:15 | 02:45 | 510.00
CPH | MCO | United | 1 (EWR) | 19:45 | 04:15 | 490.00


Here are the 16 flight plans:

MCO | DXB | Emirates | 1 (LHR) | 08:00 | 19:30 | 850.00
MCO | DXB | Qatar | 1 (DOH) | 10:30 | 22:00 | 920.00
MCO | DXB | Lufthansa | 2 (FRA, IST) | 12:00 | 02:30 | 1050.00
MCO | DXB | Turkish | 1 (IST) | 14:00 | 01:30 | 980.00
MCO | DXB | American | 2 (PHL, LHR) | 16:00 | 04:30 | 1100.00
MCO | DXB | Delta | 1 (AMS) | 18:00 | 05:30 | 1000.00
MCO | DXB | British | 1 (LHR) | 20:00 | 07:30 | 1020.00
MCO | DXB | KLM | 2 (AMS, IST) | 22:00 | 09:30 | 1150.00

DXB | MCO | Emirates | 1 (LHR) | 02:00 | 09:30 | 820.00
DXB | MCO | Qatar | 1 (DOH) | 04:30 | 12:00 | 890.00
DXB | MCO | Lufthansa | 2 (IST, FRA) | 06:00 | 15:30 | 1010.00
DXB | MCO | Turkish | 1 (IST) | 08:00 | 17:30 | 950.00
DXB | MCO | American | 2 (LHR, PHL) | 10:00 | 20:30 | 1060.00
DXB | MCO | Delta | 1 (AMS) | 12:00 | 22:30 | 980.00
DXB | MCO | British | 1 (LHR) | 14:00 | 00:30 | 1000.00
DXB | MCO | KLM | 2 (IST, AMS) | 16:00 | 03:30 | 1120.00


Here are the 16 flight plans:

MCO | DUB | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MCO | DUB | UA | 1 (EWR) | 10:30 | 20:50 | 920.00
MCO | DUB | DL | 0 | 12:00 | 22:20 | 1050.00
MCO | DUB | WN | 1 (BWI) | 14:00 | 00:20 | 780.00
MCO | DUB | BA | 1 (LHR) | 16:00 | 02:30 | 1100.00
MCO | DUB | LH | 1 (FRA) | 18:00 | 04:20 | 1200.00
MCO | DUB | EI | 0 | 20:00 | 06:20 | 950.00
MCO | DUB | VS | 1 (LHR) | 22:00 | 08:20 | 1000.00

DUB | MCO | AA | 1 (JFK) | 08:00 | 18:30 | 900.00
DUB | MCO | UA | 1 (EWR) | 10:30 | 20:50 | 970.00
DUB | MCO | DL | 0 | 12:00 | 22:20 | 1100.00
DUB | MCO | WN | 1 (BWI) | 14:00 | 00:20 | 820.00
DUB | MCO | BA | 1 (LHR) | 16:00 | 02:30 | 1150.00
DUB | MCO | LH | 1 (FRA) | 18:00 | 04:20 | 1250.00
DUB | MCO | EI | 0 | 20:00 | 06:20 | 980.00
DUB | MCO | VS | 1 (LHR) | 22:00 | 08:20 | 1050.00


Here are the 16 flight plans:

MCO | EDI | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MCO | EDI | BA | 0 | 10:30 | 20:00 | 1200.00
MCO | EDI | UA | 2 (EWR, FRA) | 12:00 | 22:30 | 950.00
MCO | EDI | DL | 1 (ATL) | 14:00 | 23:50 | 800.00
MCO | EDI | VS | 0 | 16:00 | 00:30 | 1000.00
MCO | EDI | WN | 1 (BWI) | 18:00 | 02:20 | 750.00
MCO | EDI | LH | 2 (FRA, MUC) | 20:00 | 04:50 | 1100.00
MCO | EDI | AC | 1 (YYZ) | 22:00 | 06:30 | 900.00
EDI | MCO | AA | 1 (LHR) | 08:00 | 14:30 | 850.00
EDI | MCO | BA | 0 | 10:30 | 16:00 | 1200.00
EDI | MCO | UA | 2 (FRA, EWR) | 12:00 | 18:30 | 950.00
EDI | MCO | DL | 1 (ATL) | 14:00 | 20:50 | 800.00
EDI | MCO | VS | 0 | 16:00 | 22:30 | 1000.00
EDI | MCO | WN | 1 (BWI) | 18:00 | 00:20 | 750.00
EDI | MCO | LH | 2 (MUC, FRA) | 20:00 | 02:50 | 1100.00
EDI | MCO | AC | 1 (YYZ) | 22:00 | 04:30 | 900.00


Here are the 16 flight plans:

MCO | HAN | Vietnam Airlines | 1 (NRT) | 09:30 | 07:15 | 850.00
MCO | HAN | Japan Airlines | 2 (NRT, HKG) | 11:15 | 09:45 | 1050.00
MCO | HAN | American Airlines | 1 (DFW) | 14:00 | 11:30 | 900.00
MCO | HAN | Delta Air Lines | 1 (LAX) | 16:30 | 14:15 | 950.00
MCO | HAN | United Airlines | 2 (SFO, NRT) | 18:45 | 16:30 | 1100.00
MCO | HAN | Korean Air | 1 (ICN) | 20:15 | 18:00 | 1000.00
MCO | HAN | China Eastern | 2 (PVG, KMG) | 21:50 | 20:20 | 1150.00
MCO | HAN | Asiana Airlines | 1 (ICN) | 23:20 | 21:05 | 1050.00
HAN | MCO | Vietnam Airlines | 1 (NRT) | 08:00 | 19:45 | 800.00
HAN | MCO | Japan Airlines | 2 (HKG, NRT) | 10:30 | 22:15 | 1000.00
HAN | MCO | American Airlines | 1 (DFW) | 12:45 | 23:30 | 850.00
HAN | MCO | Delta Air Lines | 1 (LAX) | 15:00 | 01:45 | 900.00
HAN | MCO | United Airlines | 2 (NRT, SFO) | 17:15 | 03:00 | 1050.00
HAN | MCO | Korean Air | 1 (ICN) | 19:30 | 05:15 | 950.00
HAN | MCO | China Eastern | 2 (KMG, PVG) | 21:50 | 07:20 | 1100.00
HAN | MCO | Asiana Airlines | 1 (ICN) | 23:55 | 09:40 | 1000.00


Here are the 16 flight plans:

MCO | HKG | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
MCO | HKG | UA | 2 (SFO, ICN) | 10:00 | 01:15 | 1200.00
MCO | HKG | DL | 1 (ATL) | 12:00 | 02:45 | 1000.00
MCO | HKG | CX | 0 | 14:00 | 06:30 | 900.00
MCO | HKG | JL | 1 (NRT) | 16:00 | 08:15 | 1100.00
MCO | HKG | KE | 1 (ICN) | 18:00 | 10:30 | 1050.00
MCO | HKG | SQ | 1 (SIN) | 20:00 | 12:45 | 1250.00
MCO | HKG | BR | 1 (TPE) | 22:00 | 14:15 | 1150.00
HKG | MCO | AA | 1 (DFW) | 08:00 | 20:30 | 900.00
HKG | MCO | UA | 2 (SFO, IAH) | 10:00 | 23:15 | 1300.00
HKG | MCO | DL | 1 (ATL) | 12:00 | 02:45 | 950.00
HKG | MCO | CX | 0 | 14:00 | 06:30 | 850.00
HKG | MCO | JL | 1 (NRT) | 16:00 | 08:15 | 1000.00
HKG | MCO | KE | 1 (ICN) | 18:00 | 10:30 | 950.00
HKG | MCO | SQ | 1 (SIN) | 20:00 | 12:45 | 1200.00
HKG | MCO | BR | 1 (TPE) | 22:00 | 14:15 | 1050.00


Here are the 16 flight plans:

MCO | IST | Turkish Airlines | Non-stop | 09:30 | 17:40 | 850.00
MCO | IST | Lufthansa | 1 stop (FRA) | 10:45 | 19:20 | 920.00
MCO | IST | American Airlines | 1 stop (PHL) | 11:15 | 20:05 | 950.00
MCO | IST | Delta Air Lines | Non-stop | 12:00 | 20:50 | 980.00
MCO | IST | United Airlines | 1 stop (EWR) | 13:30 | 22:10 | 1000.00
MCO | IST | Emirates | 1 stop (DXB) | 14:15 | 23:00 | 1050.00
MCO | IST | British Airways | 1 stop (LHR) | 15:00 | 23:40 | 1080.00
MCO | IST | Qatar Airways | 1 stop (DOH) | 16:30 | 01:10 | 1120.00

IST | MCO | Turkish Airlines | Non-stop | 08:00 | 13:30 | 850.00
IST | MCO | Lufthansa | 1 stop (FRA) | 09:15 | 15:05 | 920.00
IST | MCO | American Airlines | 1 stop (PHL) | 10:45 | 16:30 | 950.00
IST | MCO | Delta Air Lines | Non-stop | 11:30 | 17:10 | 980.00
IST | MCO | United Airlines | 1 stop (EWR) | 12:45 | 18:20 | 1000.00
IST | MCO | Emirates | 1 stop (DXB) | 14:00 | 19:40 | 1050.00
IST | MCO | British Airways | 1 stop (LHR) | 15:15 | 20:50 | 1080.00
IST | MCO | Qatar Airways | 1 stop (DOH) | 16:30 | 22:10 | 1120.00


Here are the 16 flight plans:

MCO | TLV | El Al | Non-stop | 08:00 | 17:30 | 850.00
MCO | TLV | Delta | 1 stop (AMS) | 09:30 | 19:15 | 720.00
MCO | TLV | Lufthansa | 2 stops (FRA, IST) | 10:45 | 22:00 | 950.00
MCO | TLV | United | Non-stop | 11:15 | 20:45 | 800.00
MCO | TLV | American Airlines | 1 stop (PHL) | 12:00 | 21:30 | 750.00
MCO | TLV | Turkish Airlines | 1 stop (IST) | 13:30 | 23:15 | 820.00
MCO | TLV | British Airways | 1 stop (LHR) | 14:15 | 22:45 | 880.00
MCO | TLV | Air Canada | 2 stops (YYZ, FRA) | 15:00 | 23:50 | 990.00
TLV | MCO | El Al | Non-stop | 08:00 | 14:30 | 920.00
TLV | MCO | Delta | 1 stop (CDG) | 09:30 | 16:15 | 780.00
TLV | MCO | Lufthansa | 2 stops (FRA, MXP) | 10:45 | 18:00 | 1,050.00
TLV | MCO | United | Non-stop | 11:15 | 17:45 | 870.00
TLV | MCO | American Airlines | 1 stop (JFK) | 12:00 | 18:30 | 810.00
TLV | MCO | Turkish Airlines | 1 stop (IST) | 13:30 | 20:15 | 890.00
TLV | MCO | British Airways | 1 stop (LHR) | 14:15 | 20:45 | 940.00
TLV | MCO | Air France | 2 stops (CDG, AMS) | 15:00 | 21:50 | 1,070.00


Here are the 16 flight plans:

MCO | LIM | LATAM | 1 (BOG) | 08:00 | 14:30 | 542.00
MCO | LIM | American | 0 | 09:30 | 16:15 | 620.00
MCO | LIM | Copa | 1 (PTY) | 10:45 | 17:20 | 580.00
MCO | LIM | Avianca | 1 (BOG) | 11:15 | 18:00 | 550.00
MCO | LIM | Delta | 0 | 12:00 | 19:45 | 650.00
MCO | LIM | LATAM | 1 (UIO) | 13:30 | 21:10 | 570.00
MCO | LIM | United | 1 (EWR) | 14:45 | 22:30 | 600.00
MCO | LIM | Spirit | 0 | 16:00 | 23:45 | 480.00
LIM | MCO | LATAM | 1 (BOG) | 08:00 | 14:30 | 542.00
LIM | MCO | American | 0 | 09:30 | 16:15 | 620.00
LIM | MCO | Copa | 1 (PTY) | 10:45 | 17:20 | 580.00
LIM | MCO | Avianca | 1 (BOG) | 11:15 | 18:00 | 550.00
LIM | MCO | Delta | 0 | 12:00 | 19:45 | 650.00
LIM | MCO | LATAM | 1 (UIO) | 13:30 | 21:10 | 570.00
LIM | MCO | United | 1 (EWR) | 14:45 | 22:30 | 600.00
LIM | MCO | Spirit | 0 | 16:00 | 23:45 | 480.00
LIM | MCO | JetBlue | 0 | 17:30 | 00:15 | 530.00


Here are the 16 flight plans:

MCO | LHR | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MCO | LHR | British Airways | Non-stop | 10:00 | 20:30 | 900.00
MCO | LHR | Delta Air Lines | 1 stop (JFK) | 12:00 | 22:30 | 750.00
MCO | LHR | United Airlines | 1 stop (EWR) | 14:00 | 00:30 | 800.00
MCO | LHR | Lufthansa | 1 stop (FRA) | 16:00 | 02:30 | 850.00
MCO | LHR | Air France | 1 stop (CDG) | 18:00 | 04:30 | 900.00
MCO | LHR | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 06:30 | 850.00
MCO | LHR | Iberia | 2 stops (MAD, BCN) | 22:00 | 08:30 | 700.00
LHR | MCO | American Airlines | Non-stop | 09:00 | 13:30 | 900.00
LHR | MCO | British Airways | Non-stop | 11:00 | 15:30 | 950.00
LHR | MCO | Delta Air Lines | 1 stop (ATL) | 13:00 | 17:30 | 800.00
LHR | MCO | United Airlines | 1 stop (IAH) | 15:00 | 19:30 | 850.00
LHR | MCO | Lufthansa | 1 stop (MUC) | 17:00 | 21:30 | 900.00
LHR | MCO | Air Canada | 1 stop (YYZ) | 19:00 | 23:30 | 850.00
LHR | MCO | Swiss International | 1 stop (ZRH) | 21:00 | 01:30 | 900.00
LHR | MCO | Austrian Airlines | 2 stops (VIE, FRA) | 23:00 | 03:30 | 750.00


Here are the 16 flight plans:

MCO | MAD | Iberia | 0 | 08:00 | 17:30 | 649.00
MCO | MAD | American Airlines | 1 (PHL) | 09:15 | 20:45 | 729.00
MCO | MAD | Delta | 0 | 10:30 | 20:00 | 699.00
MCO | MAD | Lufthansa | 1 (FRA) | 11:45 | 22:15 | 849.00
MCO | MAD | United | 0 | 13:00 | 22:30 | 749.00
MCO | MAD | British Airways | 1 (LHR) | 14:15 | 23:45 | 899.00
MCO | MAD | Air Europa | 0 | 15:30 | 23:00 | 799.00
MCO | MAD | Swiss | 1 (ZRH) | 16:45 | 01:15 | 949.00

MAD | MCO | Iberia | 0 | 09:00 | 14:30 | 679.00
MAD | MCO | American Airlines | 1 (JFK) | 10:15 | 17:45 | 759.00
MAD | MCO | Delta | 0 | 11:30 | 18:00 | 729.00
MAD | MCO | Lufthansa | 1 (MUC) | 12:45 | 20:15 | 879.00
MAD | MCO | United | 0 | 14:00 | 20:30 | 799.00
MAD | MCO | British Airways | 1 (LHR) | 15:15 | 22:45 | 939.00
MAD | MCO | Air Europa | 0 | 16:30 | 22:00 | 849.00
MAD | MCO | Swiss | 1 (ZRH) | 17:45 | 00:15 | 989.00


Here are the 16 flight plans:

MCO | MEX | AA | 0 | 08:00 | 10:30 | 450.00
MCO | MEX | DL | 1 (ATL) | 09:15 | 12:45 | 520.00
MCO | MEX | UA | 0 | 10:30 | 13:00 | 480.00
MCO | MEX | WN | 1 (HOU) | 11:45 | 15:15 | 550.00
MCO | MEX | AV | 0 | 13:00 | 15:30 | 500.00
MCO | MEX | F9 | 1 (DFW) | 14:15 | 17:45 | 580.00
MCO | MEX | B6 | 0 | 15:30 | 18:00 | 530.00
MCO | MEX | NK | 1 (FLL) | 16:45 | 20:15 | 610.00

MEX | MCO | AM | 0 | 08:30 | 12:00 | 420.00
MEX | MCO | VV | 1 (GDL) | 09:45 | 14:15 | 500.00
MEX | MCO | Y4 | 0 | 11:00 | 14:30 | 450.00
MEX | MCO | 4O | 1 (MTY) | 12:15 | 16:45 | 540.00
MEX | MCO | AA | 0 | 13:30 | 17:00 | 480.00
MEX | MCO | DL | 1 (ATL) | 14:45 | 19:15 | 580.00
MEX | MCO | UA | 0 | 16:00 | 19:30 | 510.00
MEX | MCO | WN | 1 (HOU) | 17:15 | 21:45 | 620.00


Here are the 16 flight plans:

MCO | MBJ | AA | 0 | 08:00 | 10:30 | 420.00
MCO | MBJ | DL | 1 (ATL) | 09:15 | 12:45 | 480.00
MCO | MBJ | WN | 0 | 10:45 | 13:15 | 450.00
MCO | MBJ | UA | 1 (EWR) | 11:30 | 15:00 | 520.00
MCO | MBJ | B6 | 0 | 12:00 | 14:30 | 400.00
MCO | MBJ | F9 | 1 (TPA) | 13:15 | 16:45 | 500.00
MCO | MBJ | NK | 0 | 14:30 | 17:00 | 480.00
MCO | MBJ | SY | 1 (PBI) | 15:45 | 19:15 | 550.00

MBJ | MCO | AA | 0 | 08:30 | 11:00 | 430.00
MBJ | MCO | DL | 1 (ATL) | 09:45 | 13:15 | 510.00
MBJ | MCO | WN | 0 | 11:15 | 13:45 | 470.00
MBJ | MCO | UA | 1 (EWR) | 12:00 | 15:30 | 540.00
MBJ | MCO | B6 | 0 | 13:30 | 16:00 | 410.00
MBJ | MCO | F9 | 1 (TPA) | 14:45 | 18:15 | 530.00
MBJ | MCO | NK | 0 | 16:00 | 18:30 | 490.00
MBJ | MCO | SY | 1 (PBI) | 17:15 | 20:45 | 570.00


Here are the 16 flight plans:

MCO | YUL | Air Canada | 1 (YYZ) | 08:00 | 11:15 | 420.00
MCO | YUL | WestJet | 0 | 09:30 | 12:45 | 380.00
MCO | YUL | American Airlines | 1 (PHL) | 10:15 | 13:30 | 450.00
MCO | YUL | Delta Air Lines | 1 (ATL) | 11:00 | 14:15 | 480.00
MCO | YUL | United Airlines | 1 (EWR) | 12:00 | 15:15 | 500.00
MCO | YUL | Porter Airlines | 0 | 13:30 | 16:45 | 350.00
MCO | YUL | JetBlue Airways | 1 (BOS) | 14:15 | 17:30 | 420.00
MCO | YUL | Spirit Airlines | 1 (FLL) | 15:00 | 18:15 | 300.00
YUL | MCO | Air Canada | 1 (YYZ) | 08:00 | 11:15 | 440.00
YUL | MCO | WestJet | 0 | 09:30 | 12:45 | 400.00
YUL | MCO | American Airlines | 1 (PHL) | 10:15 | 13:30 | 470.00
YUL | MCO | Delta Air Lines | 1 (ATL) | 11:00 | 14:15 | 490.00
YUL | MCO | United Airlines | 1 (EWR) | 12:00 | 15:15 | 510.00
YUL | MCO | Porter Airlines | 0 | 13:30 | 16:45 | 360.00
YUL | MCO | JetBlue Airways | 1 (BOS) | 14:15 | 17:30 | 430.00
YUL | MCO | Spirit Airlines | 1 (FLL) | 15:00 | 18:15 | 310.00


Here are the 16 flight plans:

MCO | BOM | American Airlines | 1 (LHR) | 08:00 | 22:30 | 850.00
MCO | BOM | Delta Air Lines | 2 (ATL, DXB) | 10:00 | 23:59 | 1200.00
MCO | BOM | Emirates | 1 (DXB) | 12:00 | 01:00 | 1100.00
MCO | BOM | Lufthansa | 2 (FRA, DEL) | 14:00 | 02:30 | 1300.00
MCO | BOM | Qatar Airways | 1 (DOH) | 16:00 | 04:00 | 1000.00
MCO | BOM | Turkish Airlines | 2 (IST, DEL) | 18:00 | 05:30 | 1400.00
MCO | BOM | United Airlines | 1 (EWR) | 20:00 | 06:30 | 900.00
MCO | BOM | Virgin Atlantic | 2 (LHR, DEL) | 22:00 | 07:59 | 1500.00
BOM | MCO | Air India | 1 (DEL) | 02:00 | 10:30 | 800.00
BOM | MCO | British Airways | 2 (LHR, PHL) | 04:00 | 12:59 | 1100.00
BOM | MCO | Cathay Pacific | 1 (HKG) | 06:00 | 14:30 | 1200.00
BOM | MCO | Etihad Airways | 2 (AUH, JFK) | 08:00 | 16:59 | 1300.00
BOM | MCO | KLM Royal Dutch | 1 (AMS) | 10:00 | 18:30 | 1000.00
BOM | MCO | Singapore Airlines | 2 (SIN, FRA) | 12:00 | 20:59 | 1400.00
BOM | MCO | Swiss International | 1 (ZRH) | 14:00 | 22:30 | 900.00
BOM | MCO | Thai Airways | 2 (BKK, LHR) | 16:00 | 00:59 | 1500.00


Here are the 16 flight plans:

MCO | OSL | Norwegian | 1 (LHR) | 08:00 | 18:30 | 450.00
MCO | OSL | Delta | 2 (ATL, AMS) | 09:30 | 20:00 | 620.00
MCO | OSL | Lufthansa | 1 (FRA) | 11:00 | 21:30 | 550.00
MCO | OSL | KLM | 2 (ATL, AMS) | 12:30 | 23:00 | 680.00
MCO | OSL | American | 1 (PHL) | 14:00 | 00:30 | 480.00
MCO | OSL | British Airways | 2 (MIA, LHR) | 15:30 | 02:00 | 700.00
MCO | OSL | United | 1 (EWR) | 17:00 | 03:30 | 520.00
MCO | OSL | Icelandair | 1 (KEF) | 19:00 | 05:00 | 500.00
OSL | MCO | Norwegian | 1 (LHR) | 08:00 | 14:30 | 420.00
OSL | MCO | Delta | 2 (AMS, ATL) | 09:30 | 17:00 | 590.00
OSL | MCO | Lufthansa | 1 (FRA) | 11:00 | 19:30 | 510.00
OSL | MCO | KLM | 2 (AMS, ATL) | 12:30 | 21:00 | 630.00
OSL | MCO | American | 1 (PHL) | 14:00 | 22:30 | 460.00
OSL | MCO | British Airways | 2 (LHR, MIA) | 15:30 | 00:00 | 660.00
OSL | MCO | United | 1 (EWR) | 17:00 | 02:30 | 490.00
OSL | MCO | Icelandair | 1 (KEF) | 19:00 | 04:00 | 470.00


Here are the 16 flight plans:

MCO | PTY | AA | 0 | 08:00 | 10:30 | 450.00
MCO | PTY | UA | 1 (FLL) | 09:15 | 12:45 | 520.00
MCO | PTY | DL | 0 | 10:30 | 13:00 | 480.00
MCO | PTY | WN | 1 (TPA) | 11:45 | 15:15 | 550.00
MCO | PTY | B6 | 0 | 13:00 | 15:30 | 500.00
MCO | PTY | AS | 1 (MIA) | 14:15 | 17:45 | 580.00
MCO | PTY | F9 | 0 | 15:30 | 18:00 | 520.00
MCO | PTY | NK | 1 (PBI) | 16:45 | 20:15 | 600.00
PTY | MCO | AA | 0 | 08:00 | 10:30 | 450.00
PTY | MCO | UA | 1 (FLL) | 09:15 | 12:45 | 520.00
PTY | MCO | DL | 0 | 10:30 | 13:00 | 480.00
PTY | MCO | WN | 1 (TPA) | 11:45 | 15:15 | 550.00
PTY | MCO | B6 | 0 | 13:00 | 15:30 | 500.00
PTY | MCO | AS | 1 (MIA) | 14:15 | 17:45 | 580.00
PTY | MCO | F9 | 0 | 15:30 | 18:00 | 520.00
PTY | MCO | NK | 1 (PBI) | 16:45 | 20:15 | 600.00


Here are the 16 flight plans:

MCO | CDG | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
MCO | CDG | Delta Air Lines | 1 stop (AMS) | 09:30 | 19:15 | 520.00
MCO | CDG | Air France | Non-stop | 11:00 | 20:30 | 600.00
MCO | CDG | Lufthansa | 1 stop (FRA) | 12:30 | 22:00 | 580.00
MCO | CDG | United Airlines | 2 stops (EWR, FRA) | 13:30 | 23:45 | 650.00
MCO | CDG | KLM Royal Dutch | 1 stop (AMS) | 14:30 | 00:15 | 620.00
MCO | CDG | Iberia | 1 stop (MAD) | 15:30 | 01:00 | 590.00
MCO | CDG | Swiss International | 1 stop (ZRH) | 16:30 | 02:15 | 610.00
CDG | MCO | Air France | Non-stop | 08:00 | 12:30 | 550.00
CDG | MCO | Delta Air Lines | 1 stop (AMS) | 09:30 | 14:15 | 570.00
CDG | MCO | American Airlines | Non-stop | 11:00 | 16:30 | 500.00
CDG | MCO | Lufthansa | 1 stop (FRA) | 12:30 | 18:00 | 530.00
CDG | MCO | United Airlines | 2 stops (EWR, FRA) | 13:30 | 20:45 | 680.00
CDG | MCO | KLM Royal Dutch | 1 stop (AMS) | 14:30 | 22:15 | 640.00
CDG | MCO | Iberia | 1 stop (MAD) | 15:30 | 23:45 | 610.00
CDG | MCO | Swiss International | 1 stop (ZRH) | 16:30 | 01:15 | 630.00
CDG | MCO | British Airways | 1 stop (LHR) | 17:30 | 02:45 | 660.00


Here are the 16 flight plans:

MCO | HKT | Thai Airways | Non-stop | 09:00 | 10:30 | 850.00
MCO | HKT | Emirates | 1 stop (DXB) | 10:30 | 12:50 | 950.00
MCO | HKT | Qatar Airways | 1 stop (DOH) | 11:15 | 14:00 | 1050.00
MCO | HKT | Turkish Airlines | 1 stop (IST) | 12:00 | 15:30 | 1200.00
MCO | HKT | Lufthansa | 2 stops (FRA, BKK) | 13:00 | 18:00 | 1400.00
MCO | HKT | American Airlines | 2 stops (DFW, NRT) | 14:30 | 20:00 | 1600.00
MCO | HKT | Delta Air Lines | Non-stop | 16:00 | 17:30 | 1800.00
MCO | HKT | United Airlines | 1 stop (SFO) | 17:30 | 21:00 | 2000.00
HKT | MCO | Thai Airways | Non-stop | 08:00 | 09:30 | 900.00
HKT | MCO | Emirates | 1 stop (DXB) | 09:30 | 12:00 | 1000.00
HKT | MCO | Qatar Airways | 1 stop (DOH) | 10:15 | 13:00 | 1100.00
HKT | MCO | Turkish Airlines | 1 stop (IST) | 11:00 | 14:30 | 1250.00
