

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
BER | IAD | British Airways | Non-stop | 16:30 | 20:55 | 480.00
BER | IAD | Air France | 1 stop (LHR) | 18:30 | 23:20 | 540.00
BER | IAD | KLM | Non-stop | 20:30 | 01:00 | 500.00
BER | IAD | Swiss | 1 stop (GVA) | 22:30 | 04:40 | 570.00


Here are the 16 flight plans:

IAD | EZE | AA | 1 (MIA) | 08:00 | 21:30 | 850.00
IAD | EZE | UA | 2 (ORD, GRU) | 09:30 | 23:15 | 1200.00
IAD | EZE | LATAM | 0 | 11:00 | 20:30 | 950.00
IAD | EZE | DL | 1 (ATL) | 12:30 | 22:00 | 1000.00
IAD | EZE | AV | 2 (BOG, LIM) | 13:00 | 23:45 | 1100.00
IAD | EZE | CM | 1 (PTY) | 14:00 | 21:15 | 1050.00
IAD | EZE | AR | 0 | 15:00 | 20:00 | 900.00
IAD | EZE | TA | 1 (SJO) | 16:00 | 22:45 | 1150.00
EZE | IAD | AA | 1 (MIA) | 08:00 | 21:30 | 850.00
EZE | IAD | UA | 2 (GRU, ORD) | 09:30 | 23:15 | 1200.00
EZE | IAD | LATAM | 0 | 11:00 | 20:30 | 950.00
EZE | IAD | DL | 1 (ATL) | 12:30 | 22:00 | 1000.00
EZE | IAD | AV | 2 (LIM, BOG) | 13:00 | 23:45 | 1100.00
EZE | IAD | CM | 1 (PTY) | 14:00 | 21:15 | 1050.00
EZE | IAD | AR | 0 | 15:00 | 20:00 | 900.00
EZE | IAD | TA | 1 (SJO) | 16:00 | 22:45 | 1150.00


IAD | SJD | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
IAD | SJD | Delta Air Lines | 1 stop (MIA) | 09:30 | 14:45 | 520.00
IAD | SJD | United Airlines | Non-stop | 10:45 | 14:00 | 480.00
IAD | SJD | Spirit Airlines | 1 stop (FLL) | 12:15 | 17:30 | 400.00
IAD | SJD | Alaska Airlines | 1 stop (LAX) | 13:30 | 18:45 | 550.00
IAD | SJD | JetBlue Airways | Non-stop | 14:50 | 18:05 | 500.00
IAD | SJD | Frontier Airlines | 1 stop (DEN) | 16:00 | 21:15 | 420.00
IAD | SJD | Southwest Airlines | 1 stop (HOU) | 17:30 | 22:45 | 460.00
SJD | IAD | American Airlines | Non-stop | 08:30 | 15:45 | 480.00
SJD | IAD | Delta Air Lines | 1 stop (ATL) | 10:00 | 18:15 | 520.00
SJD | IAD | United Airlines | Non-stop | 11:45 | 19:00 | 500.00
SJD | IAD | Spirit Airlines | 1 stop (BWI) | 13:15 | 20:30 | 420.00
SJD | IAD | Alaska Airlines | 1 stop (SFO) | 14:30 | 21:45 | 550.00
SJD | IAD | JetBlue Airways | Non-stop | 16:00 | 22:15 | 480.00
SJD | IAD | Frontier Airlines | 1 stop (ORD) | 17:30 | 23:45 | 440.00
SJD | IAD | Southwest Airlines | 1 stop (DAL) | 19:00 | 01:15 | 460.00


Here are the 16 flight plans:

IAD | CAI | EgyptAir | 1 (LHR) | 08:00 | 20:30 | 850.00
IAD | CAI | Lufthansa | 2 (FRA, MXP) | 10:00 | 22:50 | 950.00
IAD | CAI | Turkish Airlines | 1 (IST) | 12:00 | 01:30 | 780.00
IAD | CAI | Emirates | 2 (DXB, KWI) | 14:00 | 04:10 | 1100.00
IAD | CAI | British Airways | 1 (LHR) | 16:00 | 03:30 | 900.00
IAD | CAI | Qatar Airways | 2 (DOH, BEY) | 18:00 | 06:20 | 1000.00
IAD | CAI | American Airlines | 1 (PHL) | 20:00 | 07:30 | 850.00
IAD | CAI | United Airlines | 2 (EWR, FRA) | 22:00 | 09:50 | 1050.00

CAI | IAD | EgyptAir | 1 (LHR) | 01:00 | 13:30 | 820.00
CAI | IAD | Lufthansa | 2 (FRA, MXP) | 03:00 | 16:20 | 920.00
CAI | IAD | Turkish Airlines | 1 (IST) | 05:00 | 18:30 | 750.00
CAI | IAD | Emirates | 2 (DXB, KWI) | 07:00 | 22:10 | 1080.00
CAI | IAD | British Airways | 1 (LHR) | 09:00 | 01:30 | 880.00
CAI | IAD | Qatar Airways | 2 (DOH, BEY) | 11:00 | 04:20 | 980.00
CAI | IAD | American Airlines | 1 (PHL) | 13:00 | 07:30 | 830.00
CAI | IAD | United Airlines | 2 (EWR, FRA) | 15:00 | 10:50 | 1030.00


Here are the 16 flight plans:

IAD | CUN | AA | 0 | 08:00 | 11:30 | 450.00
IAD | CUN | UA | 1 (MIA) | 09:15 | 14:45 | 520.00
IAD | CUN | DL | 0 | 10:30 | 14:00 | 480.00
IAD | CUN | WN | 1 (FLL) | 11:45 | 16:15 | 500.00
IAD | CUN | B6 | 0 | 13:00 | 16:30 | 460.00
IAD | CUN | AS | 1 (TPA) | 14:15 | 19:45 | 540.00
IAD | CUN | F9 | 0 | 15:30 | 18:00 | 420.00
IAD | CUN | NK | 1 (PBI) | 16:45 | 21:15 | 510.00
CUN | IAD | AA | 0 | 08:00 | 11:30 | 450.00
CUN | IAD | UA | 1 (EWR) | 09:15 | 14:45 | 520.00
CUN | IAD | DL | 0 | 10:30 | 14:00 | 480.00
CUN | IAD | WN | 1 (BWI) | 11:45 | 16:15 | 500.00
CUN | IAD | B6 | 0 | 13:00 | 16:30 | 460.00
CUN | IAD | AS | 1 (CLT) | 14:15 | 19:45 | 540.00
CUN | IAD | F9 | 0 | 15:30 | 18:00 | 420.00
CUN | IAD | NK | 1 (ORD) | 16:45 | 21:15 | 510.00


IAD | CPT | United | 1 (LHR) | 08:30 | 18:45 | 850.00
IAD | CPT | Lufthansa | 2 (FRA, JNB) | 10:15 | 21:10 | 1200.00
IAD | CPT | South African | 0 | 12:00 | 06:00 | 900.00
IAD | CPT | American | 1 (PHL) | 14:30 | 08:15 | 1000.00
IAD | CPT | Delta | 2 (ATL, JNB) | 16:45 | 10:30 | 1100.00
IAD | CPT | British Airways | 1 (LHR) | 19:00 | 11:45 | 1050.00
IAD | CPT | Emirates | 1 (DXB) | 20:30 | 13:15 | 1250.00
IAD | CPT | Turkish | 2 (IST, JNB) | 22:15 | 15:00 | 1300.00
CPT | IAD | United | 1 (LHR) | 08:00 | 18:15 | 800.00
CPT | IAD | Lufthansa | 2 (JNB, FRA) | 10:30 | 20:55 | 1150.00
CPT | IAD | South African | 0 | 12:30 | 06:30 | 850.00
CPT | IAD | American | 1 (PHL) | 14:00 | 08:45 | 950.00
CPT | IAD | Delta | 2 (JNB, ATL) | 16:15 | 10:00 | 1050.00
CPT | IAD | British Airways | 1 (LHR) | 18:45 | 11:30 | 1000.00
CPT | IAD | Emirates | 1 (DXB) | 20:00 | 13:45 | 1200.00
CPT | IAD | Turkish | 2 (JNB, IST) | 21:45 | 15:20 | 1250.00


Here are the 16 flight plans:

IAD | CPH | AA | 0 | 08:00 | 18:30 | 450.00
IAD | CPH | UA | 1 (LHR) | 10:30 | 21:15 | 520.00
IAD | CPH | DL | 0 | 12:00 | 22:45 | 480.00
IAD | CPH | LH | 1 (FRA) | 14:00 | 00:30 | 550.00
IAD | CPH | SK | 0 | 16:00 | 02:15 | 500.00
IAD | CPH | BA | 1 (LHR) | 18:00 | 04:30 | 580.00
IAD | CPH | KL | 1 (AMS) | 20:00 | 06:15 | 610.00
IAD | CPH | AF | 1 (CDG) | 22:00 | 08:30 | 640.00
CPH | IAD | AA | 0 | 09:00 | 11:30 | 420.00
CPH | IAD | UA | 1 (LHR) | 11:30 | 14:15 | 490.00
CPH | IAD | DL | 0 | 13:30 | 16:15 | 450.00
CPH | IAD | LH | 1 (FRA) | 15:30 | 18:30 | 510.00
CPH | IAD | SK | 0 | 17:30 | 20:15 | 470.00
CPH | IAD | BA | 1 (LHR) | 19:30 | 22:30 | 530.00
CPH | IAD | KL | 1 (AMS) | 21:30 | 00:15 | 560.00
CPH | IAD | AF | 1 (CDG) | 23:30 | 02:30 | 590.00


Here are the 16 flight plans:

IAD | DXB | Emirates | Non-stop | 08:30 | 19:45 | 850.00
IAD | DXB | Qatar Airways | 1 stop (DOH) | 09:15 | 21:10 | 720.00
IAD | DXB | Turkish Airlines | 1 stop (IST) | 10:00 | 22:20 | 650.00
IAD | DXB | Lufthansa | 2 stops (FRA, MUC) | 11:30 | 23:50 | 900.00
IAD | DXB | American Airlines | Non-stop | 12:45 | 00:10 | 780.00
IAD | DXB | British Airways | 1 stop (LHR) | 14:00 | 02:30 | 820.00
IAD | DXB | Air France | 1 stop (CDG) | 15:15 | 03:40 | 750.00
IAD | DXB | KLM Royal Dutch | 1 stop (AMS) | 16:30 | 05:00 | 700.00
DXB | IAD | Emirates | Non-stop | 02:00 | 06:25 | 870.00
DXB | IAD | Qatar Airways | 1 stop (DOH) | 03:45 | 08:10 | 740.00
DXB | IAD | Turkish Airlines | 1 stop (IST) | 05:00 | 09:20 | 680.00
DXB | IAD | Lufthansa | 2 stops (MUC, FRA) | 06:30 | 11:50 | 930.00
DXB | IAD | American Airlines | Non-stop | 08:15 | 12:40 | 810.00
DXB | IAD | British Airways | 1 stop (LHR) | 10:00 | 14:30 | 850.00
DXB | IAD | Air France | 1 stop (CDG) | 11:45 | 16:10 | 780.00
DXB | IAD | KLM Royal Dutch | 1 stop (AMS) | 13:30 | 18:00 | 730.00


IAD | DUB | American Airlines | 0 | 08:00 | 17:30 | 450.00
IAD | DUB | United Airlines | 1 (LHR) | 10:00 | 20:00 | 520.00
IAD | DUB | Lufthansa | 1 (FRA) | 12:00 | 22:00 | 580.00
IAD | DUB | Delta Air Lines | 0 | 14:00 | 23:30 | 500.00
IAD | DUB | Aer Lingus | 0 | 16:00 | 01:30 | 480.00
IAD | DUB | British Airways | 1 (LHR) | 18:00 | 02:30 | 550.00
IAD | DUB | KLM Royal Dutch | 1 (AMS) | 20:00 | 04:00 | 600.00
IAD | DUB | Iberia | 1 (MAD) | 22:00 | 06:00 | 620.00
DUB | IAD | American Airlines | 0 | 08:00 | 11:00 | 420.00
DUB | IAD | United Airlines | 1 (EWR) | 10:00 | 14:00 | 490.00
DUB | IAD | Lufthansa | 1 (FRA) | 12:00 | 16:00 | 540.00
DUB | IAD | Delta Air Lines | 0 | 14:00 | 18:00 | 460.00
DUB | IAD | Aer Lingus | 0 | 16:00 | 20:00 | 440.00
DUB | IAD | British Airways | 1 (LHR) | 18:00 | 22:00 | 510.00
DUB | IAD | KLM Royal Dutch | 1 (AMS) | 20:00 | 00:00 | 570.00
DUB | IAD | Iberia | 1 (MAD) | 22:00 | 02:00 | 590.00


Here are the 16 flight plans:

IAD | EDI | UA | 0 | 08:00 | 18:30 | 550.00
IAD | EDI | AA | 1 (LHR) | 10:30 | 20:15 | 620.00
IAD | EDI | DL | 0 | 12:00 | 22:00 | 580.00
IAD | EDI | LH | 1 (FRA) | 14:00 | 23:50 | 650.00
IAD | EDI | BA | 0 | 16:00 | 00:30 | 600.00
IAD | EDI | KL | 1 (AMS) | 18:00 | 02:20 | 680.00
IAD | EDI | VS | 0 | 20:00 | 04:00 | 630.00
IAD | EDI | AF | 1 (CDG) | 22:00 | 06:00 | 710.00
EDI | IAD | UA | 0 | 08:30 | 11:00 | 520.00
EDI | IAD | AA | 1 (PHL) | 10:00 | 14:30 | 590.00
EDI | IAD | DL | 0 | 12:30 | 16:00 | 560.00
EDI | IAD | LH | 1 (MUC) | 14:30 | 18:50 | 620.00
EDI | IAD | BA | 0 | 16:30 | 20:00 | 580.00
EDI | IAD | KL | 1 (BRU) | 18:30 | 22:20 | 650.00
EDI | IAD | VS | 0 | 20:30 | 00:00 | 610.00
EDI | IAD | AF | 1 (PAR) | 22:30 | 02:30 | 680.00


IAD | HAN | Vietnam Airlines | 1 (NRT) | 10:30 | 23:45 | 850.00
IAD | HAN | Korean Air | 2 (ICN, BKK) | 13:15 | 02:20 | 1050.00
IAD | HAN | Japan Airlines | 1 (HND) | 16:00 | 03:10 | 900.00
IAD | HAN | China Eastern | 2 (PVG, KMG) | 18:30 | 05:40 | 1200.00
IAD | HAN | Qatar Airways | 1 (DOH) | 20:45 | 06:50 | 1000.00
IAD | HAN | Turkish Airlines | 2 (IST, DXB) | 22:00 | 09:10 | 1300.00
IAD | HAN | Lufthansa | 1 (FRA) | 08:00 | 21:20 | 1100.00
IAD | HAN | ANA | 1 (NRT) | 14:45 | 02:50 | 950.00
HAN | IAD | Vietnam Airlines | 1 (NRT) | 01:15 | 06:30 | 800.00
HAN | IAD | Korean Air | 2 (BKK, ICN) | 03:30 | 10:40 | 1000.00
HAN | IAD | Japan Airlines | 1 (HND) | 06:00 | 13:10 | 850.00
HAN | IAD | China Eastern | 2 (KMG, PVG) | 09:30 | 16:40 | 1150.00
HAN | IAD | Qatar Airways | 1 (DOH) | 12:45 | 19:50 | 950.00
HAN | IAD | Turkish Airlines | 2 (DXB, IST) | 15:00 | 22:10 | 1250.00
HAN | IAD | Lufthansa | 1 (FRA) | 18:15 | 01:30 | 1050.00
HAN | IAD | ANA | 1 (NRT) | 21:30 | 04:40 | 900.00


Here are the 16 flight plans:

IAD | HKG | UA | 1 (NRT) | 08:30 | 22:10 | 850.00
IAD | HKG | CX | 0 | 10:00 | 21:30 | 1200.00
IAD | HKG | AA | 2 (DFW, NRT) | 09:15 | 23:45 | 950.00
IAD | HKG | JL | 1 (NRT) | 11:30 | 23:50 | 1100.00
IAD | HKG | KE | 1 (ICN) | 12:45 | 00:15 | 1000.00
IAD | HKG | CA | 1 (PEK) | 14:00 | 01:20 | 1050.00
IAD | HKG | SQ | 1 (SIN) | 15:30 | 02:40 | 1250.00
IAD | HKG | BR | 1 (TPE) | 17:00 | 03:50 | 1150.00
HKG | IAD | UA | 1 (NRT) | 09:00 | 20:30 | 900.00
HKG | IAD | CX | 0 | 11:30 | 22:00 | 1300.00
HKG | IAD | AA | 2 (DFW, LAX) | 12:45 | 01:15 | 1050.00
HKG | IAD | JL | 1 (NRT) | 14:15 | 02:30 | 1150.00
HKG | IAD | KE | 1 (ICN) | 15:30 | 03:50 | 1100.00
HKG | IAD | CA | 1 (PEK) | 17:00 | 05:10 | 1000.00
HKG | IAD | SQ | 1 (SIN) | 18:30 | 06:40 | 1200.00
HKG | IAD | BR | 1 (TPE) | 20:00 | 07:50 | 1250.00


Here are the 16 flight plans:

IAD | IST | Turkish Airlines | Non-stop | 10:30 | 17:40 | 850.00
IAD | IST | Lufthansa | 1 stop (FRA) | 13:15 | 20:20 | 950.00
IAD | IST | United Airlines | Non-stop | 15:00 | 22:10 | 900.00
IAD | IST | Austrian Airlines | 1 stop (VIE) | 08:45 | 16:05 | 980.00
IAD | IST | Swiss International | 1 stop (ZRH) | 11:20 | 18:30 | 920.00
IAD | IST | KLM Royal Dutch | 1 stop (AMS) | 09:50 | 17:10 | 890.00
IAD | IST | British Airways | 1 stop (LHR) | 12:40 | 19:50 | 960.00
IAD | IST | American Airlines | Non-stop | 16:30 | 23:40 | 930.00
IST | IAD | Turkish Airlines | Non-stop | 09:00 | 13:10 | 870.00
IST | IAD | Lufthansa | 1 stop (FRA) | 11:50 | 16:00 | 970.00
IST | IAD | United Airlines | Non-stop | 14:15 | 18:25 | 910.00
IST | IAD | Austrian Airlines | 1 stop (VIE) | 07:30 | 13:45 | 990.00
IST | IAD | Swiss International | 1 stop (ZRH) | 10:05 | 15:20 | 940.00
IST | IAD | KLM Royal Dutch | 1 stop (AMS) | 08:25 | 14:40 | 900.00
IST | IAD | British Airways | 1 stop (LHR) | 12:10 | 17:25 | 980.00
IST | IAD | American Airlines | Non-stop | 15:45 | 20:55 | 960.00


Here are the 16 flight plans:

IAD | TLV | EL AL | 0 | 08:00 | 18:30 | 850.00
IAD | TLV | United | 1 (LHR) | 10:30 | 20:15 | 950.00
IAD | TLV | Lufthansa | 1 (FRA) | 12:00 | 21:45 | 1050.00
IAD | TLV | American | 2 (PHL, AMS) | 14:00 | 23:30 | 1200.00
IAD | TLV | Turkish | 1 (IST) | 16:00 | 01:15 | 1100.00
IAD | TLV | Delta | 1 (CDG) | 18:00 | 02:45 | 1000.00
IAD | TLV | Austrian | 1 (VIE) | 20:00 | 04:30 | 1150.00
IAD | TLV | Swiss | 1 (ZRH) | 22:00 | 06:15 | 1250.00

TLV | IAD | EL AL | 0 | 09:00 | 14:30 | 800.00
TLV | IAD | United | 1 (EWR) | 11:30 | 17:15 | 900.00
TLV | IAD | Lufthansa | 1 (MUC) | 13:00 | 19:45 | 1000.00
TLV | IAD | American | 2 (ORD, MIA) | 15:00 | 22:30 | 1100.00
TLV | IAD | Turkish | 1 (IST) | 17:00 | 00:15 | 1050.00
TLV | IAD | Delta | 1 (AMS) | 19:00 | 02:45 | 950.00
TLV | IAD | Austrian | 1 (VIE) | 21:00 | 05:30 | 1150.00
TLV | IAD | Swiss | 1 (ZRH) | 23:00 | 07:15 | 1200.00


Here are the 16 flight plans:

IAD | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
IAD | LIM | LATAM | 2 (MIA, BOG) | 10:00 | 21:45 | 950.00
IAD | LIM | UA | 0 | 12:00 | 20:30 | 1200.00
IAD | LIM | AV | 1 (BOG) | 14:00 | 22:15 | 1100.00
IAD | LIM | DL | 2 (ATL, MIA) | 16:00 | 23:59 | 1000.00
IAD | LIM | CM | 1 (PTY) | 18:00 | 00:30 | 1050.00
IAD | LIM | Copa | 2 (PTY, BOG) | 20:00 | 02:45 | 1150.00
IAD | LIM | JetBlue | 1 (FLL) | 22:00 | 04:30 | 900.00
LIM | IAD | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
LIM | IAD | LATAM | 2 (BOG, MIA) | 10:00 | 21:45 | 950.00
LIM | IAD | UA | 0 | 12:00 | 20:30 | 1200.00
LIM | IAD | AV | 1 (BOG) | 14:00 | 22:15 | 1100.00
LIM | IAD | DL | 2 (MIA, ATL) | 16:00 | 23:59 | 1000.00
LIM | IAD | CM | 1 (PTY) | 18:00 | 00:30 | 1050.00
LIM | IAD | Copa | 2 (BOG, PTY) | 20:00 | 02:45 | 1150.00
LIM | IAD | JetBlue | 1 (FLL) | 22:00 | 04:30 | 900.00
LIM | IAD | Spirit | 2 (FLL, MIA) | 00:00 | 06:30 | 800.00


Here are the 16 flight plans:

IAD | LHR | AA | 0 | 08:00 | 18:30 | 850.00
IAD | LHR | BA | 1 (JFK) | 09:30 | 20:15 | 950.00
IAD | LHR | UA | 0 | 11:00 | 21:45 | 900.00
IAD | LHR | VS | 1 (EWR) | 12:30 | 23:10 | 1050.00
IAD | LHR | DL | 0 | 14:00 | 00:45 | 1000.00
IAD | LHR | LH | 1 (FRA) | 15:30 | 02:15 | 1100.00
IAD | LHR | AC | 0 | 17:00 | 03:45 | 950.00
IAD | LHR | KL | 1 (AMS) | 18:30 | 05:15 | 1150.00
LHR | IAD | AA | 0 | 09:00 | 12:30 | 800.00
LHR | IAD | BA | 1 (PHL) | 10:30 | 14:15 | 900.00
LHR | IAD | UA | 0 | 12:00 | 16:45 | 850.00
LHR | IAD | VS | 1 (BOS) | 13:30 | 18:10 | 1000.00
LHR | IAD | DL | 0 | 15:00 | 20:45 | 950.00
LHR | IAD | LH | 1 (MUC) | 16:30 | 22:15 | 1050.00
LHR | IAD | AC | 0 | 18:00 | 00:45 | 900.00
LHR | IAD | KL | 1 (CDG) | 19:30 | 02:15 | 1100.00


Here are the 16 flight plans:

IAD | MAD | AA | 0 | 08:00 | 17:30 | 450.00
IAD | MAD | IB | 1 (LHR) | 09:15 | 20:45 | 520.00
IAD | MAD | UA | 0 | 10:30 | 20:00 | 480.00
IAD | MAD | AV | 1 (BOG) | 11:45 | 22:15 | 550.00
IAD | MAD | LX | 0 | 13:00 | 22:30 | 500.00
IAD | MAD | TP | 1 (OPO) | 14:15 | 23:45 | 580.00
IAD | MAD | BA | 0 | 15:30 | 00:00 | 530.00
IAD | MAD | DL | 1 (CDG) | 16:45 | 01:15 | 610.00

MAD | IAD | IB | 0 | 08:00 | 11:30 | 420.00
MAD | IAD | AA | 1 (PHL) | 09:15 | 14:45 | 490.00
MAD | IAD | UX | 0 | 10:30 | 15:00 | 450.00
MAD | IAD | TP | 1 (OPO) | 11:45 | 17:15 | 520.00
MAD | IAD | LX | 0 | 13:00 | 17:30 | 480.00
MAD | IAD | AV | 1 (BOG) | 14:15 | 19:45 | 560.00
MAD | IAD | BA | 0 | 15:30 | 20:00 | 500.00
MAD | IAD | UA | 1 (EWR) | 16:45 | 22:15 | 590.00


IAD | MEX | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
IAD | MEX | Delta Air Lines | 1 stop (ATL) | 09:15 | 13:45 | 520.00
IAD | MEX | United Airlines | Non-stop | 10:30 | 14:00 | 480.00
IAD | MEX | Aeromexico | Non-stop | 11:45 | 15:15 | 500.00
IAD | MEX | LATAM | 1 stop (LIM) | 12:00 | 17:30 | 600.00
IAD | MEX | Avianca | 1 stop (BOG) | 13:15 | 18:45 | 580.00
IAD | MEX | Copa Airlines | 1 stop (PTY) | 14:30 | 20:00 | 550.00
IAD | MEX | Interjet | Non-stop | 15:45 | 19:15 | 420.00
MEX | IAD | American Airlines | Non-stop | 08:00 | 13:30 | 480.00
MEX | IAD | Delta Air Lines | 1 stop (ATL) | 09:15 | 15:45 | 520.00
MEX | IAD | United Airlines | Non-stop | 10:30 | 16:00 | 500.00
MEX | IAD | Aeromexico | Non-stop | 11:45 | 17:15 | 520.00
MEX | IAD | LATAM | 1 stop (LIM) | 12:00 | 19:30 | 620.00
MEX | IAD | Avianca | 1 stop (BOG) | 13:15 | 20:45 | 600.00
MEX | IAD | Copa Airlines | 1 stop (PTY) | 14:30 | 22:00 | 580.00
MEX | IAD | Interjet | Non-stop | 15:45 | 21:15 | 440.00


Here are the 16 flight plans:

IAD | MBJ | AA | Non-stop | 08:00 | 11:30 | 450.00
IAD | MBJ | UA | 1 stop (MIA) | 09:15 | 13:45 | 520.00
IAD | MBJ | DL | Non-stop | 10:30 | 14:00 | 480.00
IAD | MBJ | WN | 1 stop (FLL) | 11:45 | 16:15 | 550.00
IAD | MBJ | B6 | Non-stop | 13:00 | 16:30 | 500.00
IAD | MBJ | AS | 1 stop (PBI) | 14:15 | 18:45 | 580.00
IAD | MBJ | F9 | 1 stop (CLT) | 15:30 | 20:00 | 600.00
IAD | MBJ | NK | Non-stop | 17:00 | 20:30 | 530.00
MBJ | IAD | AA | Non-stop | 08:30 | 12:00 | 420.00
MBJ | IAD | UA | 1 stop (EWR) | 09:45 | 14:15 | 490.00
MBJ | IAD | DL | Non-stop | 11:00 | 14:30 | 450.00
MBJ | IAD | WN | 1 stop (BWI) | 12:15 | 16:45 | 510.00
MBJ | IAD | B6 | Non-stop | 13:30 | 17:00 | 470.00
MBJ | IAD | AS | 1 stop (RDU) | 14:45 | 19:15 | 540.00
MBJ | IAD | F9 | 1 stop (ATL) | 16:00 | 21:30 | 570.00
MBJ | IAD | NK | Non-stop | 17:30 | 21:00 | 500.00


Here are the 16 flight plans:

IAD | YUL | AC | Non-stop | 08:00 | 10:30 | 450.00
IAD | YUL | UA | 1 stop (EWR) | 09:15 | 12:45 | 520.00
IAD | YUL | DL | Non-stop | 10:30 | 13:00 | 480.00
IAD | YUL | AA | 1 stop (BOS) | 11:45 | 15:15 | 550.00
IAD | YUL | WS | Non-stop | 13:00 | 15:30 | 400.00
IAD | YUL | B6 | 1 stop (JFK) | 14:15 | 17:45 | 500.00
IAD | YUL | AS | Non-stop | 15:30 | 18:00 | 420.00
IAD | YUL | F9 | 1 stop (ORD) | 16:45 | 20:15 | 480.00
YUL | IAD | AC | Non-stop | 08:00 | 09:30 | 380.00
YUL | IAD | UA | 1 stop (EWR) | 09:15 | 12:45 | 450.00
YUL | IAD | DL | Non-stop | 10:30 | 12:00 | 410.00
YUL | IAD | AA | 1 stop (BOS) | 11:45 | 15:15 | 520.00
YUL | IAD | WS | Non-stop | 13:00 | 14:30 | 350.00
YUL | IAD | B6 | 1 stop (JFK) | 14:15 | 17:45 | 480.00
YUL | IAD | AS | Non-stop | 15:30 | 17:00 | 390.00
YUL | IAD | F9 | 1 stop (ORD) | 16:45 | 20:15 | 450.00


Here are the 16 flight plans:

IAD | BOM | UA | 1 (LHR) | 10:30 | 13:45 | 850.00
IAD | BOM | AI | 1 (DEL) | 11:15 | 14:20 | 720.00
IAD | BOM | LH | 2 (FRA,DXB) | 12:00 | 16:30 | 950.00
IAD | BOM | SQ | 1 (SIN) | 13:45 | 17:00 | 900.00
IAD | BOM | EK | 1 (DXB) | 14:30 | 18:00 | 800.00
IAD | BOM | QR | 1 (DOH) | 15:15 | 19:20 | 820.00
IAD | BOM | CX | 2 (HKG,BKK) | 16:00 | 20:30 | 1000.00
IAD | BOM | JL | 1 (NRT) | 17:45 | 21:50 | 880.00
BOM | IAD | UA | 1 (LHR) | 02:30 | 09:45 | 920.00
BOM | IAD | AI | 1 (DEL) | 03:15 | 10:20 | 780.00
BOM | IAD | LH | 2 (DXB,FRA) | 04:00 | 12:30 | 1050.00
BOM | IAD | SQ | 1 (SIN) | 05:45 | 13:00 | 980.00
BOM | IAD | EK | 1 (DXB) | 06:30 | 14:00 | 860.00
BOM | IAD | QR | 1 (DOH) | 07:15 | 15:20 | 890.00
BOM | IAD | CX | 2 (BKK,HKG) | 08:00 | 16:30 | 1100.00
BOM | IAD | JL | 1 (NRT) | 09:45 | 18:50 | 940.00


Here are the 16 flight plans:

IAD | OSL | UA | 1 (LHR) | 08:00 | 18:30 | 540.00
IAD | OSL | AA | 2 (PHL, AMS) | 10:30 | 20:15 | 620.00
IAD | OSL | DL | 0 | 12:00 | 20:00 | 580.00
IAD | OSL | LH | 1 (FRA) | 14:00 | 22:30 | 650.00
IAD | OSL | BA | 1 (LHR) | 16:00 | 00:30 | 710.00
IAD | OSL | SK | 0 | 18:00 | 02:00 | 630.00
IAD | OSL | UA | 1 (EWR) | 20:00 | 04:30 | 590.00
IAD | OSL | AA | 2 (ORD, CPH) | 22:00 | 06:15 | 680.00

OSL | IAD | SK | 0 | 08:00 | 14:00 | 610.00
OSL | IAD | UA | 1 (EWR) | 10:00 | 16:30 | 570.00
OSL | IAD | DL | 1 (AMS) | 12:00 | 18:30 | 640.00
OSL | IAD | LH | 1 (FRA) | 14:00 | 20:30 | 720.00
OSL | IAD | BA | 1 (LHR) | 16:00 | 22:30 | 750.00
OSL | IAD | AA | 2 (PHL, ORD) | 18:00 | 00:15 | 700.00
OSL | IAD | SK | 0 | 20:00 | 02:00 | 620.00
OSL | IAD | UA | 1 (LHR) | 22:00 | 04:30 | 590.00


Here are the 16 flight plans:

IAD | PTY | American Airlines | Non-stop | 08:00 | 12:30 | 450.00
IAD | PTY | Copa Airlines | 1 stop (MIA) | 09:15 | 14:45 | 520.00
IAD | PTY | United Airlines | Non-stop | 10:30 | 15:00 | 480.00
IAD | PTY | Avianca | 1 stop (BOG) | 11:45 | 17:15 | 550.00
IAD | PTY | LATAM | 1 stop (LIM) | 13:00 | 18:30 | 580.00
IAD | PTY | Delta Air Lines | Non-stop | 14:15 | 18:45 | 500.00
IAD | PTY | Aeromexico | 1 stop (MEX) | 15:30 | 20:00 | 600.00
IAD | PTY | Spirit Airlines | 1 stop (FLL) | 16:45 | 21:15 | 420.00

PTY | IAD | Copa Airlines | Non-stop | 08:00 | 12:30 | 450.00
PTY | IAD | American Airlines | 1 stop (MIA) | 09:15 | 14:45 | 520.00
PTY | IAD | United Airlines | Non-stop | 10:30 | 15:00 | 480.00
PTY | IAD | Avianca | 1 stop (BOG) | 11:45 | 17:15 | 550.00
PTY | IAD | LATAM | 1 stop (LIM) | 13:00 | 18:30 | 580.00
PTY | IAD | Delta Air Lines | Non-stop | 14:15 | 18:45 | 500.00
