

Here are the 16 flight plans:

CLT | BOS | American Airlines | Non-stop | 06:00 | 09:05 | 250.00
BOZ | CLT | NK | 1 (LAX) | 18:30 | 23:45 | 610.00


Here are the 16 flight plans:

CLT | JAC | AA | 1 (DEN) | 08:00 | 11:15 | 542.00
CLT | JAC | UA | 0 | 09:30 | 12:45 | 620.00
CLT | JAC | DL | 1 (ATL) | 10:45 | 14:00 | 580.00
CLT | JAC | WN | 1 (MDW) | 12:00 | 15:15 | 510.00
CLT | JAC | AS | 1 (SEA) | 13:15 | 16:30 | 650.00
CLT | JAC | F9 | 1 (DEN) | 14:30 | 17:45 | 420.00
CLT | JAC | NK | 1 (ORD) | 15:45 | 19:00 | 450.00
CLT | JAC | B6 | 1 (JFK) | 17:00 | 20:15 | 500.00
JAC | CLT | AA | 1 (DEN) | 08:00 | 11:15 | 542.00
JAC | CLT | UA | 0 | 09:30 | 12:45 | 620.00
JAC | CLT | DL | 1 (ATL) | 10:45 | 14:00 | 580.00
JAC | CLT | WN | 1 (MDW) | 12:00 | 15:15 | 510.00
JAC | CLT | AS | 1 (SEA) | 13:15 | 16:30 | 650.00
JAC | CLT | F9 | 1 (DEN) | 14:30 | 17:45 | 420.00
JAC | CLT | NK | 1 (ORD) | 15:45 | 19:00 | 450.00
JAC | CLT | B6 | 1 (JFK) | 17:00 | 20:15 | 500.00


Here are the 16 flight plans:

CLT | FAT | AA | 0 | 08:00 | 10:35 | 425.00
CLT | FAT | DL | 1 (DEN) | 09:15 | 12:50 | 550.00
CLT | FAT | UA | 0 | 10:30 | 13:05 | 475.00
CLT | FAT | WN | 1 (PHX) | 11:45 | 15:20 | 525.00
CLT | FAT | AS | 0 | 13:00 | 15:35 | 450.00
CLT | FAT | B6 | 1 (LAX) | 14:15 | 17:40 | 600.00
CLT | FAT | F9 | 0 | 15:30 | 18:05 | 400.00
CLT | FAT | NK | 1 (ORD) | 16:45 | 20:10 | 575.00

FAT | CLT | AA | 0 | 06:00 | 13:25 | 450.00
FAT | CLT | DL | 1 (SFO) | 07:15 | 14:50 | 625.00
FAT | CLT | UA | 0 | 08:30 | 16:05 | 500.00
FAT | CLT | WN | 1 (DEN) | 09:45 | 17:20 | 575.00
FAT | CLT | AS | 0 | 11:00 | 18:35 | 475.00
FAT | CLT | B6 | 1 (JFK) | 12:15 | 20:40 | 650.00
FAT | CLT | F9 | 0 | 13:30 | 20:05 | 425.00
FAT | CLT | NK | 1 (MIA) | 14:45 | 22:10 | 600.00


Here are the 16 flight plans:

CLT | SJC | AA | 1 (DFW) | 08:00 | 11:30 | 450.00
CLT | SJC | UA | 0 | 09:30 | 12:45 | 520.00
CLT | SJC | WN | 1 (DAL) | 10:15 | 14:00 | 480.00
CLT | SJC | DL | 1 (ATL) | 11:45 | 15:30 | 550.00
CLT | SJC | AS | 1 (SEA) | 12:30 | 16:15 | 500.00
CLT | SJC | F9 | 1 (DEN) | 13:15 | 17:00 | 420.00
CLT | SJC | B6 | 1 (JFK) | 14:00 | 18:45 | 490.00
CLT | SJC | NK | 1 (ORD) | 15:45 | 20:30 | 460.00
SJC | CLT | AA | 1 (PHX) | 06:00 | 14:30 | 440.00
SJC | CLT | UA | 0 | 07:30 | 15:45 | 510.00
SJC | CLT | WN | 1 (HOU) | 08:15 | 17:00 | 470.00
SJC | CLT | DL | 1 (SFO) | 09:45 | 18:30 | 530.00
SJC | CLT | AS | 1 (PDX) | 10:30 | 19:15 | 500.00
SJC | CLT | F9 | 1 (LAS) | 11:15 | 20:00 | 430.00
SJC | CLT | B6 | 1 (MIA) | 12:00 | 21:45 | 490.00
SJC | CLT | NK | 1 (IAH) | 13:45 | 23:30 | 450.00


Here are the 16 flight plans:

CLT | SGU | American Airlines | 1 (DFW) | 08:00 | 11:30 | 420.00
CLT | SGU | Delta Air Lines | 0 | 10:30 | 13:45 | 450.00
CLT | SGU | United Airlines | 1 (IAH) | 12:00 | 15:15 | 480.00
CLT | SGU | Frontier Airlines | 0 | 14:00 | 17:15 | 380.00
CLT | SGU | Southwest Airlines | 1 (DAL) | 16:00 | 19:20 | 410.00
CLT | SGU | JetBlue Airways | 0 | 18:00 | 21:15 | 430.00
CLT | SGU | Spirit Airlines | 1 (LAS) | 20:00 | 23:20 | 400.00
CLT | SGU | Alaska Airlines | 0 | 22:00 | 01:15 | 460.00

SGU | CLT | American Airlines | 1 (PHX) | 07:00 | 12:30 | 440.00
SGU | CLT | Delta Air Lines | 0 | 09:00 | 14:15 | 470.00
SGU | CLT | United Airlines | 1 (SFO) | 11:00 | 16:20 | 500.00
SGU | CLT | Frontier Airlines | 0 | 13:00 | 16:15 | 390.00
SGU | CLT | Southwest Airlines | 1 (HOU) | 15:00 | 18:25 | 420.00
SGU | CLT | JetBlue Airways | 0 | 17:00 | 20:15 | 450.00
SGU | CLT | Spirit Airlines | 1 (ORD) | 19:00 | 22:25 | 410.00
SGU | CLT | Alaska Airlines | 0 | 21:00 | 00:15 | 480.00


Here are the 16 flight plans:

CLT | LAS | AA | 1 (DFW) | 08:00 | 10:30 | 350.00
CLT | LAS | UA | 0 | 09:00 | 11:15 | 420.00
CLT | LAS | WN | 1 (DAL) | 10:00 | 12:45 | 280.00
CLT | LAS | DL | 1 (ATL) | 11:00 | 14:00 | 400.00
CLT | LAS | AS | 1 (SEA) | 12:00 | 15:30 | 450.00
CLT | LAS | B6 | 1 (JFK) | 13:00 | 16:15 | 380.00
CLT | LAS | F9 | 0 | 14:00 | 16:30 | 240.00
CLT | LAS | NK | 1 (ORD) | 15:00 | 18:00 | 320.00
LAS | CLT | AA | 1 (PHX) | 08:00 | 15:30 | 360.00
LAS | CLT | UA | 0 | 09:00 | 16:15 | 440.00
LAS | CLT | WN | 1 (HOU) | 10:00 | 17:45 | 300.00
LAS | CLT | DL | 1 (SFO) | 11:00 | 19:00 | 420.00
LAS | CLT | AS | 1 (PDX) | 12:00 | 20:30 | 460.00
LAS | CLT | B6 | 1 (BOS) | 13:00 | 21:15 | 400.00
LAS | CLT | F9 | 0 | 14:00 | 21:30 | 260.00
LAS | CLT | NK | 1 (DEN) | 15:00 | 23:00 | 340.00


Here are the 16 flight plans:

CLT | AMS | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | AMS | DL | 1 (CDG) | 09:30 | 20:00 | 920.00
CLT | AMS | UA | 0 | 11:00 | 15:30 | 700.00
CLT | AMS | LH | 1 (FRA) | 12:30 | 21:00 | 950.00
CLT | AMS | KL | 0 | 14:00 | 18:30 | 750.00
CLT | AMS | BA | 1 (LHR) | 15:30 | 22:00 | 980.00
CLT | AMS | AF | 1 (CDG) | 17:00 | 23:30 | 1000.00
CLT | AMS | VS | 1 (LHR) | 19:00 | 01:30 | 1050.00
AMS | CLT | KL | 0 | 08:00 | 12:30 | 800.00
AMS | CLT | DL | 1 (ATL) | 09:30 | 15:00 | 900.00
AMS | CLT | UA | 1 (EWR) | 11:00 | 16:30 | 950.00
AMS | CLT | LH | 1 (FRA) | 12:30 | 18:00 | 1000.00
AMS | CLT | AA | 1 (PHL) | 14:00 | 19:30 | 1050.00
AMS | CLT | BA | 1 (LHR) | 15:30 | 21:00 | 1100.00
AMS | CLT | AF | 1 (CDG) | 17:00 | 23:30 | 1150.00
AMS | CLT | VS | 1 (LHR) | 19:00 | 01:30 | 1200.00


Here are the 16 flight plans:

CLT | AUA | AA | 0 | 08:00 | 12:30 | 450.00
CLT | AUA | DL | 1 (MIA) | 09:15 | 14:45 | 520.00
CLT | AUA | UA | 0 | 10:30 | 15:00 | 480.00
CLT | AUA | WN | 1 (FLL) | 11:45 | 17:15 | 550.00
CLT | AUA | B6 | 0 | 13:00 | 17:30 | 500.00
CLT | AUA | AS | 1 (SJU) | 14:15 | 19:45 | 580.00
CLT | AUA | F9 | 0 | 15:30 | 20:00 | 530.00
CLT | AUA | NK | 1 (PBI) | 16:45 | 22:15 | 610.00
AUA | CLT | AA | 0 | 08:30 | 12:00 | 420.00
AUA | CLT | DL | 1 (ATL) | 09:45 | 14:15 | 490.00
AUA | CLT | UA | 0 | 11:00 | 15:30 | 450.00
AUA | CLT | WN | 1 (BNA) | 12:15 | 17:45 | 520.00
AUA | CLT | B6 | 0 | 13:30 | 18:00 | 480.00
AUA | CLT | AS | 1 (MCO) | 14:45 | 20:15 | 560.00
AUA | CLT | F9 | 0 | 16:00 | 20:30 | 510.00
AUA | CLT | NK | 1 (RDU) | 17:15 | 22:45 | 590.00


Here are the 16 flight plans:

CLT | ATH | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | ATH | UA | 1 (EWR) | 10:30 | 21:00 | 920.00
CLT | ATH | DL | 1 (CDG) | 12:45 | 23:15 | 950.00
CLT | ATH | LH | 1 (FRA) | 14:15 | 00:45 | 980.00
CLT | ATH | BA | 1 (LHR) | 16:00 | 02:30 | 1010.00
CLT | ATH | TK | 1 (IST) | 18:30 | 05:00 | 1050.00
CLT | ATH | AF | 1 (CDG) | 20:45 | 07:15 | 1100.00
CLT | ATH | AZ | 1 (MXP) | 22:15 | 08:45 | 1150.00
ATH | CLT | AA | 1 (LHR) | 09:00 | 19:30 | 870.00
ATH | CLT | UA | 1 (EWR) | 11:30 | 22:00 | 940.00
ATH | CLT | DL | 1 (CDG) | 13:45 | 00:15 | 970.00
ATH | CLT | LH | 1 (FRA) | 15:15 | 01:45 | 1000.00
ATH | CLT | BA | 1 (LHR) | 17:00 | 03:30 | 1030.00
ATH | CLT | TK | 1 (IST) | 19:30 | 06:00 | 1070.00
ATH | CLT | AF | 1 (CDG) | 21:45 | 08:15 | 1120.00
ATH | CLT | AZ | 1 (MXP) | 23:15 | 09:45 | 1170.00


Here are the 16 flight plans:

CLT | AKL | AA | 1 (LAX) | 08:00 | 06:30 | 850.00
CLT | AKL | NZ | 0 | 10:00 | 08:30 | 1200.00
CLT | AKL | UA | 2 (SFO, HNL) | 12:00 | 10:30 | 950.00
CLT | AKL | QF | 1 (DFW) | 14:00 | 12:30 | 1000.00
CLT | AKL | DL | 1 (ATL) | 16:00 | 14:30 | 900.00
CLT | AKL | VA | 2 (LAX, SYD) | 18:00 | 16:30 | 1100.00
CLT | AKL | AC | 1 (YYZ) | 20:00 | 18:30 | 1050.00
CLT | AKL | LA | 1 (SCL) | 22:00 | 20:30 | 1250.00
AKL | CLT | NZ | 0 | 09:00 | 07:30 | 1300.00
AKL | CLT | UA | 1 (SFO) | 11:00 | 09:30 | 1000.00
AKL | CLT | AA | 2 (LAX, DFW) | 13:00 | 11:30 | 1150.00
AKL | CLT | QF | 1 (SYD) | 15:00 | 13:30 | 1050.00
AKL | CLT | DL | 1 (ATL) | 17:00 | 15:30 | 950.00
AKL | CLT | VA | 2 (SYD, LAX) | 19:00 | 17:30 | 1200.00
AKL | CLT | AC | 1 (YYZ) | 21:00 | 19:30 | 1100.00
AKL | CLT | LA | 1 (SCL) | 23:00 | 21:30 | 1350.00


Here are the 16 flight plans:

CLT | DPS | AA | 1 (DFW) | 08:00 | 18:30 | 950.00
CLT | DPS | UA | 2 (EWR, SFO) | 09:15 | 21:45 | 1200.00
CLT | DPS | DL | 1 (ATL) | 10:30 | 20:00 | 1050.00
CLT | DPS | WN | 2 (BNA, LAX) | 11:45 | 23:15 | 1100.00
CLT | DPS | AS | 1 (SEA) | 13:00 | 22:30 | 1000.00
CLT | DPS | B6 | 2 (JFK, LAX) | 14:15 | 01:45 | 1250.00
CLT | DPS | F9 | 1 (DEN) | 15:30 | 23:59 | 900.00
CLT | DPS | NK | 2 (FLL, LAX) | 16:45 | 02:15 | 1150.00
DPS | CLT | AA | 1 (DFW) | 07:00 | 17:30 | 980.00
DPS | CLT | UA | 2 (SFO, EWR) | 08:15 | 20:45 | 1300.00
DPS | CLT | DL | 1 (ATL) | 09:30 | 19:00 | 1080.00
DPS | CLT | WN | 2 (LAX, BNA) | 10:45 | 22:15 | 1120.00
DPS | CLT | AS | 1 (SEA) | 12:00 | 21:30 | 1020.00
DPS | CLT | B6 | 2 (LAX, JFK) | 13:15 | 00:45 | 1280.00
DPS | CLT | F9 | 1 (DEN) | 14:30 | 22:59 | 920.00
DPS | CLT | NK | 2 (LAX, FLL) | 15:45 | 01:15 | 1180.00


Here are the 16 flight plans:

CLT | BCN | AA | 1 (MAD) | 08:00 | 18:30 | 850.00
CLT | BCN | IBERIA | 0 | 10:30 | 20:00 | 950.00
CLT | BCN | DELTA | 1 (CDG) | 12:00 | 22:30 | 1050.00
CLT | BCN | LATAM | 2 (MIA, MAD) | 14:00 | 01:00 | 1200.00
CLT | BCN | UNITED | 1 (EWR) | 16:00 | 00:30 | 1100.00
CLT | BCN | TAP | 1 (LIS) | 18:00 | 02:30 | 1000.00
CLT | BCN | SWISS | 1 (ZRH) | 20:00 | 04:30 | 1150.00
CLT | BCN | LUFTHANSA | 1 (FRA) | 22:00 | 06:30 | 1250.00

BCN | CLT | AA | 1 (MAD) | 08:00 | 14:30 | 850.00
BCN | CLT | IBERIA | 0 | 10:30 | 16:00 | 950.00
BCN | CLT | DELTA | 1 (CDG) | 12:00 | 18:30 | 1050.00
BCN | CLT | LATAM | 2 (MIA, MAD) | 14:00 | 22:00 | 1200.00
BCN | CLT | UNITED | 1 (EWR) | 16:00 | 20:30 | 1100.00
BCN | CLT | TAP | 1 (LIS) | 18:00 | 00:30 | 1000.00
BCN | CLT | SWISS | 1 (ZRH) | 20:00 | 02:30 | 1150.00
BCN | CLT | LUFTHANSA | 1 (FRA) | 22:00 | 04:30 | 1250.00


Here are the 16 flight plans:

CLT | PEK | AA | 1 (NRT) | 10:30 | 14:45 | 850.00
CLT | PEK | UA | 2 (SFO, HKG) | 13:15 | 18:00 | 1050.00
CLT | PEK | DL | 1 (ICN) | 08:00 | 12:15 | 920.00
CLT | PEK | KE | 1 (ICN) | 09:45 | 14:00 | 900.00
CLT | PEK | CA | 1 (PVG) | 11:50 | 16:10 | 980.00
CLT | PEK | MU | 2 (PVG, XIY) | 14:20 | 20:35 | 1150.00
CLT | PEK | HU | 1 (XIY) | 16:10 | 21:25 | 1000.00
CLT | PEK | CZ | 1 (CAN) | 17:30 | 22:45 | 1020.00

PEK | CLT | AA | 1 (NRT) | 09:00 | 10:25 | 880.00
PEK | CLT | UA | 2 (HKG, SFO) | 11:45 | 14:10 | 1100.00
PEK | CLT | DL | 1 (ICN) | 13:30 | 16:55 | 950.00
PEK | CLT | KE | 1 (ICN) | 15:15 | 18:40 | 930.00
PEK | CLT | CA | 1 (PVG) | 17:00 | 20:25 | 990.00
PEK | CLT | MU | 2 (XIY, PVG) | 19:20 | 23:45 | 1180.00
PEK | CLT | HU | 1 (XIY) | 21:10 | 01:35 | 1040.00
PEK | CLT | CZ | 1 (CAN) | 22:50 | 03:15 | 1060.00


Here are the 16 flight plans:

CLT | BER | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | BER | UA | 1 (EWR) | 10:30 | 20:50 | 900.00
CLT | BER | DL | 1 (ATL) | 12:00 | 22:20 | 950.00
CLT | BER | LH | 0 | 14:00 | 06:00 | 1100.00
CLT | BER | AC | 1 (YYZ) | 15:30 | 07:50 | 1000.00
CLT | BER | BA | 1 (LHR) | 17:00 | 09:20 | 1200.00
CLT | BER | KL | 1 (AMS) | 18:30 | 10:50 | 1050.00
CLT | BER | TK | 1 (IST) | 20:00 | 12:20 | 1150.00
BER | CLT | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
BER | CLT | UA | 1 (EWR) | 10:30 | 20:50 | 900.00
BER | CLT | DL | 1 (ATL) | 12:00 | 22:20 | 950.00
BER | CLT | LH | 0 | 14:00 | 06:00 | 1100.00
BER | CLT | AC | 1 (YYZ) | 15:30 | 07:50 | 1000.00
BER | CLT | BA | 1 (LHR) | 17:00 | 09:20 | 1200.00
BER | CLT | KL | 1 (AMS) | 18:30 | 10:50 | 1050.00
BER | CLT | TK | 1 (IST) | 20:00 | 12:20 | 1150.00


Here are the 16 flight plans:

CLT | EZE | American Airlines | Non-stop | 08:00 | 20:35 | 850.00
CLT | EZE | LATAM | 1 stop (SCL) | 09:15 | 22:50 | 950.00
CLT | EZE | Delta Air Lines | 1 stop (ATL) | 10:30 | 23:55 | 1050.00
CLT | EZE | Avianca | 2 stops (BOG, LIM) | 11:45 | 02:20 (+1) | 1200.00
CLT | EZE | United Airlines | Non-stop | 13:00 | 01:35 (+1) | 1100.00
CLT | EZE | Copa Airlines | 1 stop (PTY) | 14:15 | 03:40 (+1) | 1000.00
CLT | EZE | Aerolineas Argentinas | 2 stops (MIA, SCL) | 15:30 | 05:00 (+1) | 1300.00
CLT | EZE | Spirit Airlines | 1 stop (FLL) | 16:45 | 06:10 (+1) | 900.00

EZE | CLT | LATAM | Non-stop | 21:00 | 07:35 (+1) | 900.00
EZE | CLT | American Airlines | 1 stop (SCL) | 22:15 | 09:50 (+1) | 1000.00
EZE | CLT | Delta Air Lines | 1 stop (ATL) | 23:30 | 11:55 (+1) | 1100.00
EZE | CLT | Avianca | 2 stops (LIM, BOG) | 00:45 (+1) | 14:20 (+1) | 1200.00
EZE | CLT | United Airlines | Non-stop | 02:00 (+1) | 15:35 (+1) | 1050.00
EZE | CLT | Copa Airlines | 1 stop (PTY) | 03:15 (+1) | 17:40 (+1) | 950.00
EZE | CLT | Aerolineas Argentinas | 2 stops (SCL, MIA) | 04:30 (+1) | 19:00 (+1) | 1300.00
EZE | CLT | Spirit Airlines | 1 stop (FLL) | 05:45 (+1) | 20:10 (+1) | 850.00


Here are the 16 flight plans:

CLT | SJD | AA | 1 (DFW) | 08:00 | 11:35 | 450.00
CLT | SJD | DL | 0 | 09:30 | 12:50 | 520.00
CLT | SJD | UA | 1 (IAH) | 10:15 | 13:40 | 480.00
CLT | SJD | WN | 1 (HOU) | 11:00 | 14:20 | 400.00
CLT | SJD | AS | 1 (LAX) | 12:30 | 16:00 | 550.00
CLT | SJD | B6 | 1 (FLL) | 13:45 | 17:10 | 500.00
CLT | SJD | NK | 1 (FLL) | 15:00 | 18:25 | 420.00
CLT | SJD | F9 | 1 (DEN) | 16:15 | 19:40 | 460.00
SJD | CLT | AA | 1 (PHX) | 08:00 | 15:30 | 480.00
SJD | CLT | DL | 0 | 09:30 | 16:50 | 550.00
SJD | CLT | UA | 1 (SFO) | 10:15 | 17:40 | 500.00
SJD | CLT | WN | 1 (DAL) | 11:00 | 18:20 | 440.00
SJD | CLT | AS | 1 (SEA) | 12:30 | 20:00 | 520.00
SJD | CLT | B6 | 1 (JFK) | 13:45 | 21:10 | 480.00
SJD | CLT | NK | 1 (MCO) | 15:00 | 22:25 | 460.00
SJD | CLT | F9 | 1 (ATL) | 16:15 | 23:40 | 420.00


Here are the 16 flight plans:

CLT | CAI | AA | 1 (LHR) | 08:00 | 20:30 | 850.00
CLT | CAI | BA | 2 (LHR, FRA) | 10:30 | 23:50 | 1050.00
CLT | CAI | EK | 1 (DXB) | 14:00 | 06:30 | 950.00
CLT | CAI | QR | 1 (DOH) | 16:00 | 08:30 | 1000.00
CLT | CAI | UA | 2 (EWR, FRA) | 18:00 | 12:30 | 1100.00
CLT | CAI | LH | 1 (FRA) | 20:00 | 14:30 | 900.00
CLT | CAI | TK | 1 (IST) | 22:00 | 16:30 | 1050.00
CLT | CAI | SU | 2 (SVO, DXB) | 00:30 | 18:50 | 1200.00

CAI | CLT | AA | 1 (LHR) | 09:00 | 21:30 | 800.00
CAI | CLT | BA | 2 (FRA, LHR) | 11:30 | 01:50 | 1000.00
CAI | CLT | EK | 1 (DXB) | 15:00 | 07:30 | 900.00
CAI | CLT | QR | 1 (DOH) | 17:00 | 09:30 | 950.00
CAI | CLT | UA | 2 (FRA, EWR) | 19:00 | 13:30 | 1050.00
CAI | CLT | LH | 1 (FRA) | 21:00 | 15:30 | 850.00
CAI | CLT | TK | 1 (IST) | 23:00 | 17:30 | 1000.00
CAI | CLT | SU | 2 (DXB, SVO) | 01:30 | 19:50 | 1150.00


Here are the 16 flight plans:

CLT | CUN | AA | 0 | 08:00 | 11:35 | 450.00
CLT | CUN | DL | 1 (MIA) | 09:15 | 14:10 | 520.00
CLT | CUN | UA | 0 | 10:30 | 13:50 | 480.00
CLT | CUN | WN | 1 (FLL) | 11:45 | 16:20 | 550.00
CLT | CUN | B6 | 0 | 13:00 | 16:25 | 500.00
CLT | CUN | AS | 1 (ATL) | 14:15 | 18:40 | 580.00
CLT | CUN | F9 | 0 | 15:30 | 18:45 | 530.00
CLT | CUN | NK | 1 (TPA) | 16:45 | 20:50 | 610.00
CUN | CLT | AA | 0 | 08:30 | 12:05 | 420.00
CUN | CLT | DL | 1 (MCO) | 09:50 | 14:35 | 490.00
CUN | CLT | UA | 0 | 11:15 | 14:40 | 450.00
CUN | CLT | WN | 1 (HOU) | 12:30 | 16:55 | 520.00
CUN | CLT | B6 | 0 | 13:45 | 17:10 | 480.00
CUN | CLT | AS | 1 (DCA) | 15:00 | 19:25 | 550.00
CUN | CLT | F9 | 0 | 16:15 | 19:30 | 500.00
CUN | CLT | NK | 1 (BWI) | 17:30 | 21:45 | 580.00


Here are the 16 flight plans:

CLT | CPT | AA | 1 (JNB) | 08:00 | 18:30 | 850.00
CLT | CPT | UA | 2 (EWR, LHR) | 10:30 | 21:15 | 1100.00
CLT | CPT | DL | 0 | 12:45 | 07:00 | 900.00
CLT | CPT | LH | 1 (FRA) | 14:15 | 09:30 | 1200.00
CLT | CPT | BA | 2 (LHR, JNB) | 16:00 | 11:45 | 1300.00
CLT | CPT | QR | 1 (DOH) | 18:30 | 14:15 | 1000.00
CLT | CPT | EK | 1 (DXB) | 20:45 | 17:00 | 950.00
CLT | CPT | SA | 0 | 22:15 | 09:00 | 1050.00
CPT | CLT | AA | 1 (JNB) | 08:00 | 18:30 | 850.00
CPT | CLT | UA | 2 (LHR, EWR) | 10:30 | 21:15 | 1100.00
CPT | CLT | DL | 0 | 12:45 | 07:00 | 900.00
CPT | CLT | LH | 1 (FRA) | 14:15 | 09:30 | 1200.00
CPT | CLT | BA | 2 (JNB, LHR) | 16:00 | 11:45 | 1300.00
CPT | CLT | QR | 1 (DOH) | 18:30 | 14:15 | 1000.00
CPT | CLT | EK | 1 (DXB) | 20:45 | 17:00 | 950.00
CPT | CLT | SA | 0 | 22:15 | 09:00 | 1050.00


Here are the 16 flight plans:

CLT | CPH | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
CLT | CPH | Lufthansa | 1 (FRA) | 10:30 | 20:00 | 920.00
CLT | CPH | Delta Air Lines | Non-stop | 12:00 | 22:00 | 950.00
CLT | CPH | United Airlines | 1 (EWR) | 14:00 | 23:30 | 780.00
CLT | CPH | Air Canada | 1 (YYZ) | 16:00 | 01:00 | 820.00
CLT | CPH | British Airways | 1 (LHR) | 18:00 | 02:30 | 900.00
CLT | CPH | KLM Royal Dutch | 1 (AMS) | 20:00 | 04:00 | 860.00
CLT | CPH | SAS | Non-stop | 22:00 | 06:00 | 980.00

CPH | CLT | American Airlines | Non-stop | 09:00 | 13:30 | 870.00
CPH | CLT | Lufthansa | 1 (FRA) | 11:30 | 16:00 | 940.00
CPH | CLT | Delta Air Lines | Non-stop | 13:30 | 18:00 | 970.00
CPH | CLT | United Airlines | 1 (EWR) | 15:30 | 20:00 | 800.00
CPH | CLT | Air Canada | 1 (YYZ) | 17:30 | 22:00 | 840.00
CPH | CLT | British Airways | 1 (LHR) | 19:30 | 00:00 | 920.00
CPH | CLT | KLM Royal Dutch | 1 (AMS) | 21:30 | 02:30 | 880.00
CPH | CLT | SAS | Non-stop | 23:30 | 05:00 | 1000.00


Here are the 16 flight plans:

CLT | DXB | American Airlines | 1 (LHR) | 08:00 | 19:30 | 850.00
CLT | DXB | Emirates | 0 | 10:30 | 20:00 | 1200.00
CLT | DXB | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 1000.00
CLT | DXB | Turkish Airlines | 1 (IST) | 14:00 | 00:30 | 900.00
CLT | DXB | Qatar Airways | 1 (DOH) | 16:00 | 02:30 | 1100.00
CLT | DXB | British Airways | 1 (LHR) | 18:00 | 04:30 | 950.00
CLT | DXB | KLM | 1 (AMS) | 20:00 | 06:30 | 1050.00
CLT | DXB | Air France | 1 (CDG) | 22:00 | 08:30 | 1020.00

DXB | CLT | Emirates | 0 | 02:00 | 10:30 | 1300.00
DXB | CLT | Lufthansa | 1 (FRA) | 04:00 | 12:30 | 1150.00
DXB | CLT | Turkish Airlines | 1 (IST) | 06:00 | 14:30 | 1050.00
DXB | CLT | Qatar Airways | 1 (DOH) | 08:00 | 16:30 | 1200.00
DXB | CLT | British Airways | 1 (LHR) | 10:00 | 18:30 | 1100.00
DXB | CLT | KLM | 1 (AMS) | 12:00 | 20:30 | 1250.00
DXB | CLT | Air France | 1 (CDG) | 14:00 | 22:30 | 1180.00
DXB | CLT | American Airlines | 1 (LHR) | 16:00 | 00:30 | 1000.00


Here are the 16 flight plans:

CLT | DUB | AA | 0 | 08:00 | 17:30 | 450.00
CLT | DUB | UA | 1 (EWR) | 09:30 | 19:15 | 520.00
CLT | DUB | DL | 0 | 11:00 | 20:45 | 480.00
CLT | DUB | BA | 1 (LHR) | 12:30 | 22:10 | 550.00
CLT | DUB | LH | 1 (FRA) | 14:00 | 23:50 | 580.00
CLT | DUB | KL | 1 (AMS) | 15:30 | 01:15 | 610.00
CLT | DUB | AF | 1 (CDG) | 17:00 | 02:45 | 630.00
CLT | DUB | EI | 0 | 19:00 | 05:30 | 500.00
DUB | CLT | AA | 0 | 08:30 | 12:15 | 420.00
DUB | CLT | UA | 1 (EWR) | 10:00 | 14:45 | 490.00
DUB | CLT | DL | 0 | 11:30 | 16:15 | 450.00
DUB | CLT | BA | 1 (LHR) | 13:00 | 18:45 | 510.00
DUB | CLT | LH | 1 (FRA) | 14:30 | 20:15 | 530.00
DUB | CLT | KL | 1 (AMS) | 16:00 | 22:45 | 560.00
DUB | CLT | AF | 1 (CDG) | 17:30 | 00:15 | 590.00
DUB | CLT | EI | 0 | 19:30 | 03:15 | 470.00


Here are the 16 flight plans:

CLT | EDI | AA | Non-stop | 08:00 | 18:30 | 450.00
CLT | EDI | BA | 1 (LHR) | 10:30 | 20:15 | 520.00
CLT | EDI | UA | Non-stop | 12:00 | 22:00 | 480.00
CLT | EDI | LH | 1 (FRA) | 14:00 | 23:45 | 550.00
CLT | EDI | DL | 1 (AMS) | 16:00 | 01:15 | 500.00
CLT | EDI | KL | 1 (AMS) | 18:00 | 02:45 | 530.00
CLT | EDI | AF | 1 (CDG) | 20:00 | 04:30 | 560.00
CLT | EDI | VS | Non-stop | 22:00 | 06:00 | 490.00
EDI | CLT | AA | Non-stop | 08:00 | 13:30 | 420.00
EDI | CLT | BA | 1 (LHR) | 10:30 | 16:15 | 490.00
EDI | CLT | UA | Non-stop | 12:00 | 18:00 | 450.00
EDI | CLT | LH | 1 (FRA) | 14:00 | 20:45 | 520.00
EDI | CLT | DL | 1 (AMS) | 16:00 | 22:15 | 470.00
EDI | CLT | KL | 1 (AMS) | 18:00 | 00:45 | 500.00
EDI | CLT | AF | 1 (CDG) | 20:00 | 02:30 | 540.00
EDI | CLT | VS | Non-stop | 22:00 | 04:00 | 460.00


Here are the 16 flight plans:

CLT | HAN | AA | 1 (NRT) | 08:00 | 22:30 | 850.00
CLT | HAN | UA | 2 (SFO, HKG) | 09:30 | 23:50 | 1050.00
CLT | HAN | DL | 1 (ICN) | 10:15 | 00:45 | 900.00
CLT | HAN | QR | 1 (DOH) | 11:00 | 01:20 | 1100.00
CLT | HAN | LH | 2 (FRA, BKK) | 12:00 | 02:10 | 1200.00
