

Here are the 16 flight plans:

MSY | MCO | AA | 0 | 06:00 | 08:30 | 198.00
MSY | SJD | Frontier Airlines | 1 stop (DEN) | 14:30 | 18:00 | 432.00
MSY | SJD | Southwest Airlines | 1 stop (HOU) | 15:45 | 19:15 | 562.00
SJD | MSY | American Airlines | Non-stop | 08:00 | 11:30 | 592.00
SJD | MSY | Delta Air Lines | 1 stop (ATL) | 09:15 | 14:45 | 682.00
SJD | MSY | United Airlines | Non-stop | 10:45 | 14:15 | 652.00
SJD | MSY | Spirit Airlines | 1 stop (FLL) | 11:30 | 16:00 | 522.00
SJD | MSY | Alaska Airlines | 1 stop (SFO) | 12:00 | 17:30 | 752.00
SJD | MSY | JetBlue Airways | Non-stop | 13:15 | 16:45 | 572.00
SJD | MSY | Frontier Airlines | 1 stop (PHX) | 14:30 | 19:00 | 502.00
SJD | MSY | Southwest Airlines | 1 stop (DAL) | 15:45 | 20:15 | 632.00


Here are the 16 flight plans:

MSY | CAI | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
MSY | CAI | Lufthansa | 2 (FRA, IST) | 10:30 | 22:15 | 1200.00
MSY | CAI | Delta Air Lines | 0 | 13:45 | 21:50 | 950.00
MSY | CAI | Turkish Airlines | 1 (IST) | 15:00 | 23:25 | 1000.00
MSY | CAI | British Airways | 2 (LHR, FRA) | 16:15 | 01:00 | 1300.00
MSY | CAI | Emirates | 1 (DXB) | 18:30 | 02:45 | 1100.00
MSY | CAI | Qatar Airways | 1 (DOH) | 20:00 | 04:15 | 1050.00
MSY | CAI | United Airlines | 2 (EWR, FRA) | 21:45 | 06:00 | 1250.00
CAI | MSY | EgyptAir | 0 | 09:00 | 16:30 | 800.00
CAI | MSY | Lufthansa | 1 (FRA) | 11:15 | 19:45 | 1150.00
CAI | MSY | Turkish Airlines | 1 (IST) | 13:30 | 22:00 | 1000.00
CAI | MSY | Delta Air Lines | 2 (JFK, ATL) | 15:45 | 00:15 | 1250.00
CAI | MSY | British Airways | 1 (LHR) | 18:00 | 02:30 | 1050.00
CAI | MSY | Emirates | 1 (DXB) | 20:15 | 04:45 | 1100.00
CAI | MSY | Qatar Airways | 1 (DOH) | 22:30 | 06:00 | 1000.00
CAI | MSY | United Airlines | 2 (EWR, IAD) | 00:45 | 08:15 | 1200.00


Here are the 16 flight plans:

MSY | CUN | AA | 0 | 08:00 | 10:30 | 425.00
MSY | CUN | UA | 1 (IAH) | 09:15 | 13:45 | 520.00
MSY | CUN | DL | 0 | 10:30 | 13:00 | 450.00
MSY | CUN | WN | 1 (HOU) | 11:00 | 15:30 | 480.00
MSY | CUN | AS | 0 | 12:00 | 14:30 | 400.00
MSY | CUN | B6 | 1 (FLL) | 13:30 | 17:00 | 550.00
MSY | CUN | NK | 0 | 14:30 | 17:00 | 380.00
MSY | CUN | F9 | 1 (ATL) | 15:30 | 19:00 | 500.00
CUN | MSY | AA | 0 | 08:00 | 10:30 | 420.00
CUN | MSY | UA | 1 (EWR) | 09:15 | 14:45 | 540.00
CUN | MSY | DL | 0 | 10:30 | 13:00 | 440.00
CUN | MSY | WN | 1 (BNA) | 11:00 | 15:30 | 490.00
CUN | MSY | AS | 0 | 12:00 | 14:30 | 410.00
CUN | MSY | B6 | 1 (JFK) | 13:30 | 17:00 | 570.00
CUN | MSY | NK | 0 | 14:30 | 17:00 | 390.00
CUN | MSY | F9 | 1 (MCO) | 15:30 | 19:00 | 510.00


Here are the 16 flight plans:

MSY | CPT | AA | 1 (JNB) | 08:00 | 20:30 | 850.00
MSY | CPT | UA | 2 (IAD, LHR) | 10:00 | 22:45 | 1200.00
MSY | CPT | DL | 1 (ATL) | 12:00 | 01:15 | 950.00
MSY | CPT | BA | 1 (LHR) | 14:00 | 02:30 | 1100.00
MSY | CPT | LH | 2 (FRA, JNB) | 16:00 | 04:15 | 1300.00
MSY | CPT | KL | 1 (AMS) | 18:00 | 05:30 | 1000.00
MSY | CPT | QR | 1 (DOH) | 20:00 | 07:00 | 900.00
MSY | CPT | EK | 1 (DXB) | 22:00 | 08:30 | 1050.00
CPT | MSY | AA | 1 (JNB) | 08:00 | 20:30 | 850.00
CPT | MSY | UA | 2 (LHR, IAD) | 10:00 | 22:45 | 1200.00
CPT | MSY | DL | 1 (ATL) | 12:00 | 01:15 | 950.00
CPT | MSY | BA | 1 (LHR) | 14:00 | 02:30 | 1100.00
CPT | MSY | LH | 2 (JNB, FRA) | 16:00 | 04:15 | 1300.00
CPT | MSY | KL | 1 (AMS) | 18:00 | 05:30 | 1000.00
CPT | MSY | QR | 1 (DOH) | 20:00 | 07:00 | 900.00
CPT | MSY | EK | 1 (DXB) | 22:00 | 08:30 | 1050.00
CPT | MSY | SA | 1 (JNB) | 00:00 | 10:30 | 800.00


Here are the 16 flight plans:

MSY | CPH | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MSY | CPH | Delta Air Lines | 1 stop (AMS) | 10:30 | 21:45 | 720.00
MSY | CPH | Lufthansa | Non-stop | 14:00 | 00:30 | 950.00
MSY | CPH | British Airways | 1 stop (LHR) | 16:00 | 02:15 | 810.00
MSY | CPH | United Airlines | 2 stops (EWR, FRA) | 18:00 | 06:00 | 630.00
MSY | CPH | Air France | 1 stop (CDG) | 20:00 | 04:30 | 750.00
MSY | CPH | KLM Royal Dutch | 1 stop (AMS) | 22:00 | 06:45 | 680.00
MSY | CPH | Iberia | 2 stops (MAD, FRA) | 00:30 | 10:15 | 590.00

CPH | MSY | Scandinavian Airlines | Non-stop | 09:00 | 13:30 | 920.00
CPH | MSY | Air Canada | 1 stop (YYZ) | 11:30 | 16:45 | 780.00
CPH | MSY | Turkish Airlines | 1 stop (IST) | 14:00 | 19:15 | 840.00
CPH | MSY | Swiss International | 1 stop (ZRH) | 16:30 | 22:00 | 760.00
CPH | MSY | Austrian Airlines | 1 stop (VIE) | 19:00 | 00:30 | 800.00
CPH | MSY | Finnair | 1 stop (HEL) | 21:00 | 02:45 | 820.00
CPH | MSY | Czech Airlines | 2 stops (PRG, FRA) | 23:00 | 07:15 | 640.00
CPH | MSY | LOT Polish Airlines | 1 stop (WAW) | 01:30 | 08:45 | 710.00


Here are the 16 flight plans:

MSY | DXB | Emirates | 1 (ATL) | 08:00 | 19:30 | 850.00
MSY | DXB | Qatar Airways | 1 (DOH) | 09:15 | 20:45 | 900.00
MSY | DXB | Lufthansa | 2 (FRA, IST) | 10:30 | 22:15 | 1100.00
MSY | DXB | Turkish Airlines | 1 (IST) | 11:45 | 23:20 | 950.00
MSY | DXB | American Airlines | 1 (LHR) | 13:00 | 00:30 | 1000.00
MSY | DXB | Delta Air Lines | 1 (CDG) | 14:15 | 01:45 | 1050.00
MSY | DXB | United Airlines | 2 (EWR, FRA) | 15:30 | 03:15 | 1200.00
MSY | DXB | Air France | 1 (CDG) | 16:45 | 04:20 | 1150.00
DXB | MSY | Emirates | 1 (ATL) | 02:00 | 13:30 | 800.00
DXB | MSY | Qatar Airways | 1 (DOH) | 03:15 | 14:45 | 850.00
DXB | MSY | Lufthansa | 2 (IST, FRA) | 04:30 | 16:15 | 1000.00
DXB | MSY | Turkish Airlines | 1 (IST) | 05:45 | 17:20 | 900.00
DXB | MSY | American Airlines | 1 (LHR) | 07:00 | 18:30 | 950.00
DXB | MSY | Delta Air Lines | 1 (CDG) | 08:15 | 19:45 | 1000.00
DXB | MSY | United Airlines | 2 (FRA, EWR) | 09:30 | 21:15 | 1150.00
DXB | MSY | Air France | 1 (CDG) | 10:45 | 22:20 | 1100.00


Here are the 16 flight plans:

MSY | DUB | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
MSY | DUB | United Airlines | 2 (EWR, LHR) | 10:30 | 21:15 | 1100.00
MSY | DUB | Delta Air Lines | 1 (ATL) | 12:45 | 23:00 | 900.00
MSY | DUB | Lufthansa | 2 (FRA, MXP) | 14:15 | 01:30 | 1300.00
MSY | DUB | British Airways | 1 (LHR) | 16:00 | 02:45 | 1000.00
MSY | DUB | Air France | 2 (CDG, AMS) | 18:30 | 05:15 | 1200.00
MSY | DUB | KLM Royal Dutch | 1 (AMS) | 20:45 | 07:00 | 950.00
MSY | DUB | Iberia | 2 (MAD, BCN) | 22:15 | 09:30 | 1150.00
DUB | MSY | Aer Lingus | 1 (BOS) | 08:00 | 14:30 | 800.00
DUB | MSY | Swiss International | 2 (ZRH, ORD) | 10:30 | 18:15 | 1050.00
DUB | MSY | Turkish Airlines | 1 (IST) | 12:45 | 20:00 | 900.00
DUB | MSY | Emirates | 2 (DXB, JFK) | 14:15 | 23:45 | 1250.00
DUB | MSY | Qatar Airways | 1 (DOH) | 16:00 | 01:30 | 950.00
DUB | MSY | Finnair | 2 (HEL, LHR) | 18:30 | 05:15 | 1100.00
DUB | MSY | Austrian Airlines | 1 (VIE) | 20:45 | 06:45 | 850.00
DUB | MSY | Scandinavian Airlines | 2 (CPH, EWR) | 22:15 | 09:30 | 1000.00


Here are the 16 flight plans:

MSY | EDI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MSY | EDI | British Airways | 1 stop (LHR) | 09:30 | 20:15 | 950.00
MSY | EDI | Delta Air Lines | Non-stop | 10:45 | 21:00 | 900.00
MSY | EDI | United Airlines | 1 stop (EWR) | 11:15 | 22:20 | 1050.00
MSY | EDI | Lufthansa | 2 stops (FRA, LHR) | 12:00 | 23:50 | 1200.00
MSY | EDI | Air France | 1 stop (CDG) | 13:30 | 00:45 | 1100.00
MSY | EDI | KLM Royal Dutch | 1 stop (AMS) | 14:15 | 01:30 | 1000.00
MSY | EDI | Iberia | 2 stops (MAD, LHR) | 15:00 | 02:50 | 1250.00
EDI | MSY | American Airlines | Non-stop | 08:30 | 12:45 | 800.00
EDI | MSY | British Airways | 1 stop (LHR) | 09:15 | 14:30 | 900.00
EDI | MSY | Delta Air Lines | Non-stop | 10:00 | 15:15 | 850.00
EDI | MSY | United Airlines | 1 stop (EWR) | 11:30 | 16:45 | 1000.00
EDI | MSY | Lufthansa | 2 stops (FRA, LHR) | 12:30 | 18:50 | 1150.00
EDI | MSY | Air France | 1 stop (CDG) | 13:45 | 19:55 | 1050.00
EDI | MSY | KLM Royal Dutch | 1 stop (AMS) | 14:50 | 21:05 | 950.00
EDI | MSY | Iberia | 2 stops (MAD, LHR) | 15:45 | 22:55 | 1300.00


Here are the 16 flight plans:

MSY | HAN | AA | 1 (DFW) | 08:00 | 20:35 | 850.00
MSY | HAN | UA | 2 (IAH, NRT) | 10:30 | 23:10 | 1050.00
MSY | HAN | DL | 0 | 12:45 | 18:20 | 750.00
MSY | HAN | WN | 1 (DAL) | 14:15 | 21:50 | 900.00
MSY | HAN | AS | 2 (SEA, KIX) | 16:00 | 02:40 | 1200.00
MSY | HAN | B6 | 1 (FLL) | 18:30 | 01:15 | 1000.00
MSY | HAN | NK | 2 (TPA, ICN) | 20:45 | 05:25 | 1100.00
MSY | HAN | F9 | 1 (DEN) | 22:15 | 04:00 | 950.00

HAN | MSY | AA | 1 (DFW) | 08:30 | 20:05 | 800.00
HAN | MSY | UA | 2 (NRT, IAH) | 10:00 | 22:40 | 1000.00
HAN | MSY | DL | 0 | 12:00 | 17:35 | 700.00
HAN | MSY | WN | 1 (DAL) | 14:45 | 21:20 | 850.00
HAN | MSY | AS | 2 (KIX, SEA) | 16:30 | 02:10 | 1150.00
HAN | MSY | B6 | 1 (FLL) | 18:15 | 00:50 | 950.00
HAN | MSY | NK | 2 (ICN, TPA) | 20:00 | 04:40 | 1050.00
HAN | MSY | F9 | 1 (DEN) | 21:45 | 03:30 | 900.00


Here are the 16 flight plans:

MSY | HKG | AA | 1 (NRT) | 08:00 | 07:30 | 850.00
MSY | HKG | UA | 2 (LAX, TPE) | 10:30 | 09:15 | 1200.00
MSY | HKG | CX | 0 | 13:45 | 18:00 | 950.00
MSY | HKG | DL | 1 (SEA) | 14:15 | 12:45 | 1000.00
MSY | HKG | SQ | 2 (IAH, SIN) | 16:00 | 15:30 | 1300.00
MSY | HKG | JL | 1 (DFW) | 17:30 | 16:15 | 1100.00
MSY | HKG | KE | 2 (ATL, ICN) | 19:00 | 18:45 | 1400.00
MSY | HKG | BR | 1 (SFO) | 20:45 | 20:15 | 1050.00

HKG | MSY | CX | 0 | 09:00 | 08:30 | 900.00
HKG | MSY | UA | 1 (TPE) | 11:15 | 12:45 | 1150.00
HKG | MSY | AA | 2 (NRT, LAX) | 13:30 | 14:15 | 1250.00
HKG | MSY | SQ | 1 (SIN) | 15:45 | 16:30 | 1000.00
HKG | MSY | JL | 2 (DFW, ORD) | 17:00 | 18:45 | 1350.00
HKG | MSY | KE | 1 (ICN) | 19:15 | 20:45 | 1100.00
HKG | MSY | BR | 2 (SFO, DFW) | 21:30 | 22:15 | 1200.00
HKG | MSY | DL | 0 | 23:00 | 22:30 | 950.00


Here are the 16 flight plans:

MSY | IST | Turkish Airlines | 1 (EWR) | 08:00 | 18:30 | 850.00
MSY | IST | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:15 | 1050.00
MSY | IST | American Airlines | 1 (PHL) | 12:45 | 22:50 | 900.00
MSY | IST | Delta Air Lines | 1 (ATL) | 14:15 | 00:05 | 950.00
MSY | IST | United Airlines | 2 (IAH, FRA) | 16:00 | 02:20 | 1100.00
MSY | IST | Emirates | 1 (DXB) | 18:30 | 04:10 | 1200.00
MSY | IST | Qatar Airways | 1 (DOH) | 20:45 | 06:25 | 1150.00
MSY | IST | British Airways | 2 (LHR, MUC) | 22:15 | 08:05 | 1250.00

IST | MSY | Turkish Airlines | 1 (EWR) | 09:00 | 19:30 | 800.00
IST | MSY | Lufthansa | 2 (MUC, FRA) | 11:30 | 22:15 | 1000.00
IST | MSY | American Airlines | 1 (PHL) | 13:45 | 23:50 | 850.00
IST | MSY | Delta Air Lines | 1 (ATL) | 15:15 | 01:05 | 900.00
IST | MSY | United Airlines | 2 (FRA, IAH) | 17:00 | 03:20 | 1050.00
IST | MSY | Emirates | 1 (DXB) | 19:30 | 05:10 | 1100.00
IST | MSY | Qatar Airways | 1 (DOH) | 21:45 | 07:25 | 1050.00
IST | MSY | British Airways | 2 (MUC, LHR) | 23:15 | 09:05 | 1150.00


Here are the 16 flight plans:

MSY | TLV | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
MSY | TLV | Delta Air Lines | 2 (ATL, AMS) | 09:30 | 20:15 | 950.00
MSY | TLV | United Airlines | 1 (EWR) | 11:00 | 21:45 | 1050.00
MSY | TLV | Lufthansa | 2 (FRA, IST) | 12:30 | 23:59 | 1200.00
MSY | TLV | El Al Israel Airlines | Non-stop | 14:00 | 05:00 | 1300.00
MSY | TLV | Turkish Airlines | 1 (IST) | 15:30 | 06:15 | 1100.00
MSY | TLV | Austrian Airlines | 2 (VIE, FRA) | 17:00 | 08:45 | 1000.00
MSY | TLV | Swiss International Air Lines | 1 (ZRH) | 18:30 | 10:15 | 1150.00
TLV | MSY | El Al Israel Airlines | Non-stop | 09:00 | 16:00 | 1400.00
TLV | MSY | Turkish Airlines | 1 (IST) | 11:30 | 19:15 | 1250.00
TLV | MSY | Lufthansa | 2 (FRA, AMS) | 13:00 | 22:45 | 1350.00
TLV | MSY | United Airlines | 1 (EWR) | 14:30 | 23:59 | 1200.00
TLV | MSY | American Airlines | 1 (JFK) | 16:00 | 01:45 | 1150.00
TLV | MSY | Delta Air Lines | 2 (ATL, CDG) | 17:30 | 03:15 | 1050.00
TLV | MSY | Austrian Airlines | 2 (VIE, LHR) | 19:00 | 05:45 | 1100.00
TLV | MSY | Swiss International Air Lines | 1 (ZRH) | 20:30 | 07:15 | 1000.00


Here are the 16 flight plans:

MSY | LIM | AA | 1 (MIA) | 08:00 | 18:30 | 450.00
MSY | LIM | LATAM | 2 (MIA, BOG) | 10:00 | 21:45 | 520.00
MSY | LIM | DL | 1 (ATL) | 12:00 | 20:15 | 480.00
MSY | LIM | AV | 1 (BOG) | 14:00 | 22:00 | 500.00
MSY | LIM | UA | 2 (IAH, MEX) | 16:00 | 23:30 | 550.00
MSY | LIM | Copa | 1 (PTY) | 18:00 | 00:45 | 530.00
MSY | LIM | Spirit | 2 (FLL, BOG) | 20:00 | 02:15 | 420.00
MSY | LIM | JetBlue | 1 (FLL) | 22:00 | 04:30 | 490.00
LIM | MSY | LATAM | 1 (BOG) | 08:00 | 18:00 | 510.00
LIM | MSY | AA | 2 (MIA, CLT) | 10:00 | 20:45 | 540.00
LIM | MSY | DL | 1 (ATL) | 12:00 | 20:15 | 490.00
LIM | MSY | AV | 1 (BOG) | 14:00 | 22:00 | 520.00
LIM | MSY | UA | 2 (MEX, IAH) | 16:00 | 23:30 | 570.00
LIM | MSY | Copa | 1 (PTY) | 18:00 | 00:45 | 550.00
LIM | MSY | Spirit | 2 (BOG, FLL) | 20:00 | 02:15 | 440.00
LIM | MSY | JetBlue | 1 (FLL) | 22:00 | 04:30 | 500.00


Here are the 16 flight plans:

MSY | LHR | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
MSY | LHR | British Airways | 0 | 10:30 | 20:00 | 1200.00
MSY | LHR | Delta Air Lines | 1 (ATL) | 12:00 | 22:00 | 950.00
MSY | LHR | United Airlines | 1 (EWR) | 14:00 | 23:30 | 1000.00
MSY | LHR | Lufthansa | 1 (FRA) | 16:00 | 01:00 | 1100.00
MSY | LHR | Air France | 1 (CDG) | 18:00 | 02:30 | 1050.00
MSY | LHR | KLM Royal Dutch | 1 (AMS) | 20:00 | 04:00 | 1020.00
MSY | LHR | Iberia | 1 (MAD) | 22:00 | 05:30 | 980.00
LHR | MSY | American Airlines | 1 (PHL) | 08:00 | 13:30 | 900.00
LHR | MSY | British Airways | 0 | 10:30 | 15:00 | 1300.00
LHR | MSY | Delta Air Lines | 1 (ATL) | 12:00 | 17:00 | 1050.00
LHR | MSY | United Airlines | 1 (EWR) | 14:00 | 18:30 | 1100.00
LHR | MSY | Lufthansa | 1 (FRA) | 16:00 | 20:00 | 1200.00
LHR | MSY | Air France | 1 (CDG) | 18:00 | 22:00 | 1150.00
LHR | MSY | KLM Royal Dutch | 1 (AMS) | 20:00 | 23:30 | 1120.00
LHR | MSY | Iberia | 1 (MAD) | 22:00 | 01:30 | 1080.00


Here are the 16 flight plans:

MSY | MAD | AA | 1 (DFW) | 08:00 | 18:30 | 850.00
MSY | MAD | Iberia | 0 | 10:00 | 19:30 | 1200.00
MSY | MAD | LATAM | 2 (MIA, LHR) | 12:00 | 22:30 | 1900.00
MSY | MAD | Delta | 1 (ATL) | 14:00 | 00:30 | 950.00
MSY | MAD | United | 1 (EWR) | 16:00 | 02:30 | 1100.00
MSY | MAD | American | 2 (PHL, BCN) | 18:00 | 04:30 | 1400.00
MSY | MAD | Air Europa | 0 | 20:00 | 06:30 | 1300.00
MSY | MAD | British Airways | 1 (LHR) | 22:00 | 08:30 | 1600.00

MAD | MSY | Iberia | 0 | 08:00 | 13:30 | 1200.00
MAD | MSY | LATAM | 2 (LHR, MIA) | 10:00 | 16:30 | 1900.00
MAD | MSY | Delta | 1 (ATL) | 12:00 | 18:30 | 950.00
MAD | MSY | United | 1 (EWR) | 14:00 | 20:30 | 1100.00
MAD | MSY | American | 2 (BCN, PHL) | 16:00 | 22:30 | 1400.00
MAD | MSY | Air Europa | 0 | 18:00 | 00:30 | 1300.00
MAD | MSY | British Airways | 1 (LHR) | 20:00 | 02:30 | 1600.00
MAD | MSY | AA | 1 (DFW) | 22:00 | 04:30 | 850.00


Here are the 16 flight plans:

MSY | MEX | Aeromexico | 0 | 08:00 | 11:00 | 450.00
MSY | MEX | American Airlines | 1 (DFW) | 09:30 | 13:45 | 520.00
MSY | MEX | Delta Air Lines | 0 | 11:15 | 14:15 | 480.00
MSY | MEX | United Airlines | 1 (IAH) | 12:00 | 16:30 | 550.00
MSY | MEX | Interjet | 0 | 13:45 | 16:45 | 420.00
MSY | MEX | VivaAerobus | 1 (CUN) | 14:30 | 18:15 | 500.00
MSY | MEX | Aeromexico | 1 (ATL) | 15:15 | 19:45 | 580.00
MSY | MEX | Volaris | 0 | 16:00 | 19:00 | 460.00

MEX | MSY | Aeromexico | 0 | 08:30 | 11:30 | 430.00
MEX | MSY | American Airlines | 1 (CLT) | 09:00 | 13:15 | 510.00
MEX | MSY | Delta Air Lines | 0 | 10:45 | 13:45 | 490.00
MEX | MSY | United Airlines | 1 (EWR) | 11:30 | 15:45 | 570.00
MEX | MSY | Interjet | 0 | 12:15 | 15:15 | 440.00
MEX | MSY | VivaAerobus | 1 (BJX) | 13:00 | 16:30 | 520.00
MEX | MSY | Aeromexico | 1 (ORD) | 14:15 | 18:45 | 600.00
MEX | MSY | Volaris | 0 | 15:30 | 18:30 | 480.00


Here are the 16 flight plans:

MSY | MBJ | AA | 1 (MIA) | 08:00 | 11:30 | 425.00
MSY | MBJ | DL | 0 | 10:30 | 13:45 | 499.00
MSY | MBJ | UA | 1 (IAH) | 12:15 | 15:50 | 475.00
MSY | MBJ | WN | 1 (FLL) | 14:00 | 17:20 | 450.00
MSY | MBJ | B6 | 0 | 15:45 | 19:05 | 525.00
MSY | MBJ | AA | 1 (CLT) | 17:00 | 20:30 | 455.00
MSY | MBJ | DL | 1 (ATL) | 18:30 | 22:00 | 485.00
MSY | MBJ | UA | 0 | 20:15 | 23:40 | 510.00
MBJ | MSY | AA | 1 (MIA) | 08:30 | 11:55 | 435.00
MBJ | MSY | DL | 0 | 11:00 | 14:25 | 505.00
MBJ | MSY | UA | 1 (IAH) | 12:45 | 16:10 | 465.00
MBJ | MSY | WN | 1 (FLL) | 14:30 | 17:50 | 440.00
MBJ | MSY | B6 | 0 | 16:15 | 19:35 | 530.00
MBJ | MSY | AA | 1 (CLT) | 17:30 | 21:00 | 460.00
MBJ | MSY | DL | 1 (ATL) | 19:00 | 22:30 | 490.00
MBJ | MSY | UA | 0 | 20:45 | 24:10 | 515.00


Here are the 16 flight plans:

MSY | YUL | Air Canada | 0 | 08:00 | 12:30 | 420.00
MSY | YUL | American Airlines | 1 (ORD) | 09:15 | 14:50 | 450.00
MSY | YUL | Delta Air Lines | 0 | 10:30 | 15:00 | 480.00
MSY | YUL | United Airlines | 1 (EWR) | 11:45 | 17:10 | 500.00
MSY | YUL | WestJet | 0 | 13:00 | 17:30 | 520.00
MSY | YUL | Air Transat | 1 (YYZ) | 14:15 | 19:40 | 550.00
MSY | YUL | Sun Country Airlines | 0 | 15:30 | 20:00 | 580.00
MSY | YUL | Porter Airlines | 1 (YTZ) | 16:45 | 22:10 | 600.00
YUL | MSY | Air Canada | 0 | 08:00 | 12:30 | 420.00
YUL | MSY | American Airlines | 1 (ORD) | 09:15 | 14:50 | 450.00
YUL | MSY | Delta Air Lines | 0 | 10:30 | 15:00 | 480.00
YUL | MSY | United Airlines | 1 (EWR) | 11:45 | 17:10 | 500.00
YUL | MSY | WestJet | 0 | 13:00 | 17:30 | 520.00
YUL | MSY | Air Transat | 1 (YYZ) | 14:15 | 19:40 | 550.00
YUL | MSY | Sun Country Airlines | 0 | 15:30 | 20:00 | 580.00
YUL | MSY | Porter Airlines | 1 (YTZ) | 16:45 | 22:10 | 600.00


Here are the 16 flight plans:

MSY | BOM | AA | 1 (LHR) | 08:00 | 14:30 | 850.00
MSY | BOM | UA | 2 (EWR, FRA) | 10:30 | 18:15 | 1050.00
MSY | BOM | DL | 1 (CDG) | 12:00 | 20:45 | 900.00
MSY | BOM | LH | 2 (FRA, DXB) | 14:30 | 22:10 | 1200.00
MSY | BOM | QR | 1 (DOH) | 16:00 | 23:50 | 950.00
MSY | BOM | EK | 2 (DXB, KWI) | 18:30 | 01:20 | 1100.00
MSY | BOM | SQ | 1 (SIN) | 20:00 | 02:30 | 1000.00
MSY | BOM | CX | 2 (HKG, DEL) | 21:30 | 04:10 | 1150.00
BOM | MSY | AA | 1 (LHR) | 02:00 | 08:30 | 800.00
BOM | MSY | UA | 2 (FRA, EWR) | 04:30 | 12:15 | 1000.00
BOM | MSY | DL | 1 (CDG) | 06:00 | 14:45 | 850.00
BOM | MSY | LH | 2 (DXB, FRA) | 08:30 | 16:10 | 1100.00
BOM | MSY | QR | 1 (DOH) | 10:00 | 18:50 | 900.00
BOM | MSY | EK | 2 (KWI, DXB) | 12:30 | 20:20 | 1050.00
BOM | MSY | SQ | 1 (SIN) | 14:00 | 22:30 | 950.00
BOM | MSY | CX | 2 (DEL, HKG) | 16:30 | 00:10 | 1150.00


Here are the 16 flight plans:

MSY | OSL | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MSY | OSL | Lufthansa | 1 (FRA) | 10:30 | 20:00 | 950.00
MSY | OSL | Delta Air Lines | Non-stop | 12:00 | 22:30 | 1,050.00
MSY | OSL | United Airlines | 1 (EWR) | 14:00 | 23:30 | 900.00
MSY | OSL | Air France | 1 (CDG) | 16:00 | 00:30 | 1,100.00
MSY | OSL | KLM Royal Dutch | 1 (AMS) | 18:00 | 02:30 | 1,050.00
MSY | OSL | British Airways | 1 (LHR) | 20:00 | 04:30 | 1,200.00
MSY | OSL | Iberia | 1 (MAD) | 22:00 | 06:30 | 1,150.00
OSL | MSY | Scandinavian Airlines | Non-stop | 08:00 | 12:30 | 900.00
OSL | MSY | Lufthansa | 1 (FRA) | 10:30 | 15:00 | 1,000.00
OSL | MSY | Delta Air Lines | 1 (AMS) | 12:00 | 16:30 | 950.00
OSL | MSY | United Airlines | 1 (EWR) | 14:00 | 18:30 | 900.00
OSL | MSY | Air Canada | 1 (YYZ) | 16:00 | 20:30 | 1,050.00
OSL | MSY | Turkish Airlines | 1 (IST) | 18:00 | 22:30 | 1,100.00
OSL | MSY | Austrian Airlines | 1 (VIE) | 20:00 | 00:30 | 1,050.00
OSL | MSY | Swiss International | 1 (ZRH) | 22:00 | 02:30 | 1,150.00


Here are the 16 flight plans:

MSY | PTY | AA | 1 (MIA) | 08:00 | 12:30 | 450.00
MSY | PTY | UA | 0 | 10:30 | 14:15 | 380.00
MSY | PTY | DL | 1 (ATL) | 12:00 | 16:45 | 520.00
MSY | PTY | WN | 1 (FLL) | 14:30 | 19:00 | 480.00
MSY | PTY | B6 | 0 | 16:00 | 19:45 | 420.00
MSY | PTY | AA | 1 (CLT) | 18:00 | 22:30 | 500.00
MSY | PTY | UA | 1 (IAH) | 20:00 | 00:45 | 550.00
MSY | PTY | DL | 0 | 22:00 | 02:45 | 400.00
PTY | MSY | CM | 0 | 08:00 | 12:15 | 420.00
PTY | MSY | B6 | 1 (FLL) | 10:00 | 14:30 | 480.00
PTY | MSY | AA | 1 (MIA) | 12:00 | 16:30 | 450.00
PTY | MSY | UA | 0 | 14:00 | 18:15 | 380.00
PTY | MSY | DL | 1 (ATL) | 16:00 | 20:45 | 520.00
PTY | MSY | WN | 1 (HOU) | 18:00 | 22:30 | 500.00
PTY | MSY | CM | 1 (SJO) | 20:00 | 00:45 | 550.00
PTY | MSY | B6 | 0 | 22:00 | 02:45 | 400.00


Here are the 16 flight plans:

MSY | CDG | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
MSY | CDG | Delta Air Lines | 1 stop (AMS) | 10:30 | 19:15 | 720.00
MSY | CDG | United Airlines | Non-stop | 12:00 | 21:00 | 900.00
MSY | CDG | Lufthansa | 1 stop (FRA) | 14:00 | 22:45 | 780.00
MSY | CDG | Air France | Non-stop | 16:00 | 23:50 | 950.00
MSY | CDG | British Airways | 1 stop (LHR) | 18:00 | 01:20 | 820.00
MSY | CDG | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 03:00 | 750.00
MSY | CDG | Iberia | 1 stop (MAD) | 22:00 | 04:30 | 790.00

