

Here are the 16 flight plans:

MIA | LAS | AA | 0 | 08:00 | 10:30 | 280.00
MIA | EZE | UNITED | 1 (SCL) | 19:00 | 06:30 | 840.00
EZE | MIA | AA | 0 | 08:30 | 17:00 | 820.00
EZE | MIA | LATAM | 1 (SCL) | 10:00 | 19:30 | 780.00
EZE | MIA | AVIANCA | 1 (BOG) | 11:30 | 21:00 | 900.00
EZE | MIA | COPA | 1 (PTY) | 13:00 | 22:20 | 850.00
EZE | MIA | DELTA | 0 | 14:30 | 01:50 | 960.00
EZE | MIA | AMERICAN | 1 (GRU) | 16:00 | 03:20 | 890.00
EZE | MIA | LATAM | 0 | 17:30 | 05:00 | 940.00
EZE | MIA | UNITED | 1 (LIM) | 19:30 | 07:00 | 860.00


Here are the 16 flight plans:

MIA | SJD | AA | 1 (DFW) | 08:00 | 11:15 | 450.00
MIA | SJD | UA | 0 | 10:30 | 13:45 | 520.00
MIA | SJD | DL | 1 (ATL) | 12:15 | 15:30 | 480.00
MIA | SJD | WN | 1 (HOU) | 14:00 | 17:15 | 420.00
MIA | SJD | AS | 0 | 16:00 | 19:15 | 550.00
MIA | SJD | B6 | 1 (LAX) | 18:30 | 21:45 | 500.00
MIA | SJD | F9 | 1 (DEN) | 20:00 | 23:15 | 380.00
MIA | SJD | NK | 1 (IAH) | 22:00 | 01:15 | 400.00
SJD | MIA | AA | 1 (DFW) | 08:00 | 11:15 | 450.00
SJD | MIA | UA | 0 | 10:30 | 13:45 | 520.00
SJD | MIA | DL | 1 (ATL) | 12:15 | 15:30 | 480.00
SJD | MIA | WN | 1 (HOU) | 14:00 | 17:15 | 420.00
SJD | MIA | AS | 0 | 16:00 | 19:15 | 550.00
SJD | MIA | B6 | 1 (LAX) | 18:30 | 21:45 | 500.00
SJD | MIA | F9 | 1 (DEN) | 20:00 | 23:15 | 380.00
SJD | MIA | NK | 1 (IAH) | 22:00 | 01:15 | 400.00
SJD | MIA | SY | 0 | 23:59 | 03:14 | 480.00


Here are the 16 flight plans:

MIA | CAI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MIA | CAI | Lufthansa | 1 stop (FRA) | 10:30 | 21:15 | 950.00
MIA | CAI | EgyptAir | Non-stop | 12:00 | 22:00 | 800.00
MIA | CAI | Turkish Airlines | 1 stop (IST) | 14:00 | 00:30 | 1050.00
MIA | CAI | British Airways | 1 stop (LHR) | 16:00 | 02:45 | 1200.00
MIA | CAI | Emirates | 1 stop (DXB) | 18:00 | 04:30 | 1300.00
MIA | CAI | Qatar Airways | 1 stop (DOH) | 20:00 | 06:15 | 1400.00
MIA | CAI | Delta Air Lines | Non-stop | 22:00 | 08:00 | 1100.00
CAI | MIA | EgyptAir | Non-stop | 09:00 | 16:00 | 850.00
CAI | MIA | Lufthansa | 1 stop (FRA) | 11:30 | 19:15 | 950.00
CAI | MIA | Turkish Airlines | 1 stop (IST) | 13:30 | 22:30 | 1050.00
CAI | MIA | American Airlines | Non-stop | 15:30 | 00:30 | 800.00
CAI | MIA | British Airways | 1 stop (LHR) | 17:30 | 03:45 | 1200.00
CAI | MIA | Emirates | 1 stop (DXB) | 19:30 | 05:30 | 1300.00
CAI | MIA | Qatar Airways | 1 stop (DOH) | 21:30 | 07:15 | 1400.00
CAI | MIA | Delta Air Lines | Non-stop | 23:30 | 09:30 | 1100.00


Here are the 16 flight plans:

MIA | CUN | AA | 0 | 08:00 | 09:35 | 250.00
MIA | CUN | DL | 1 (FLL) | 10:15 | 13:20 | 320.00
MIA | CUN | UA | 0 | 12:00 | 13:45 | 280.00
MIA | CUN | WN | 1 (TPA) | 14:30 | 17:15 | 350.00
MIA | CUN | B6 | 0 | 16:00 | 17:35 | 220.00
MIA | CUN | AS | 1 (PBI) | 18:15 | 21:00 | 380.00
MIA | CUN | F9 | 0 | 20:00 | 21:35 | 200.00
MIA | CUN | NK | 1 (RSW) | 22:15 | 01:00 | 400.00
CUN | MIA | AA | 0 | 08:00 | 10:35 | 270.00
CUN | MIA | DL | 1 (FLL) | 10:15 | 13:20 | 340.00
CUN | MIA | UA | 0 | 12:00 | 14:45 | 300.00
CUN | MIA | WN | 1 (TPA) | 14:30 | 17:15 | 370.00
CUN | MIA | B6 | 0 | 16:00 | 18:35 | 240.00
CUN | MIA | AS | 1 (PBI) | 18:15 | 21:00 | 390.00
CUN | MIA | F9 | 0 | 20:00 | 22:35 | 230.00
CUN | MIA | NK | 1 (RSW) | 22:15 | 01:00 | 420.00


Here are the 16 flight plans:

MIA | CPT | AA | 1 (JNB) | 08:00 | 20:30 | 850.00
MIA | CPT | UA | 2 (EWR, LHR) | 10:30 | 22:50 | 1100.00
MIA | CPT | DL | 0 | 12:00 | 06:00 | 1200.00
MIA | CPT | BA | 1 (LHR) | 14:00 | 08:30 | 1000.00
MIA | CPT | LH | 2 (FRA, JNB) | 16:00 | 10:30 | 1300.00
MIA | CPT | KL | 1 (AMS) | 18:00 | 12:30 | 900.00
MIA | CPT | QR | 1 (DOH) | 20:00 | 14:30 | 1050.00
MIA | CPT | EK | 1 (DXB) | 22:00 | 16:30 | 1150.00
CPT | MIA | AA | 1 (JNB) | 08:00 | 18:30 | 800.00
CPT | MIA | UA | 2 (LHR, EWR) | 10:30 | 21:50 | 1000.00
CPT | MIA | DL | 0 | 12:00 | 06:00 | 1100.00
CPT | MIA | BA | 1 (LHR) | 14:00 | 08:30 | 950.00
CPT | MIA | LH | 2 (JNB, FRA) | 16:00 | 10:30 | 1250.00
CPT | MIA | KL | 1 (AMS) | 18:00 | 12:30 | 850.00
CPT | MIA | QR | 1 (DOH) | 20:00 | 14:30 | 1000.00
CPT | MIA | EK | 1 (DXB) | 22:00 | 16:30 | 1100.00


Here are the 16 flight plans:

MIA | CPH | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | CPH | BA | 2 (LHR, AMS) | 09:30 | 20:15 | 1200.00
MIA | CPH | DL | 0 | 11:00 | 19:00 | 900.00
MIA | CPH | UA | 1 (EWR) | 12:30 | 21:45 | 1100.00
MIA | CPH | LH | 2 (FRA, HAM) | 14:00 | 23:59 | 1300.00
MIA | CPH | AF | 1 (CDG) | 15:30 | 01:15 | 1000.00
MIA | CPH | KL | 2 (AMS, OSLO) | 17:00 | 02:45 | 1400.00
MIA | CPH | SK | 0 | 19:00 | 03:30 | 950.00
CPH | MIA | AA | 1 (LHR) | 08:00 | 14:30 | 800.00
CPH | MIA | BA | 2 (LHR, MAD) | 09:30 | 17:15 | 1100.00
CPH | MIA | DL | 0 | 11:00 | 16:00 | 850.00
CPH | MIA | UA | 1 (EWR) | 12:30 | 19:45 | 1000.00
CPH | MIA | LH | 2 (FRA, MUC) | 14:00 | 22:59 | 1250.00
CPH | MIA | AF | 1 (CDG) | 15:30 | 00:15 | 950.00
CPH | MIA | KL | 2 (AMS, BCN) | 17:00 | 01:45 | 1350.00
CPH | MIA | SK | 0 | 19:00 | 02:30 | 900.00


Here are the 16 flight plans:

MIA | DXB | Emirates | 1 (LHR) | 08:00 | 19:30 | 850.00
MIA | DXB | Qatar Airways | 0 | 10:30 | 21:45 | 1200.00
MIA | DXB | Lufthansa | 2 (FRA, IST) | 12:15 | 01:50 | 1100.00
MIA | DXB | Turkish Airlines | 1 (IST) | 14:00 | 02:30 | 900.00
MIA | DXB | American Airlines | 1 (LHR) | 16:00 | 04:30 | 1000.00
MIA | DXB | Delta Air Lines | 0 | 18:00 | 06:30 | 1300.00
MIA | DXB | British Airways | 1 (LHR) | 20:00 | 08:30 | 1050.00
MIA | DXB | KLM | 2 (AMS, IST) | 22:00 | 10:30 | 1250.00
DXB | MIA | Emirates | 1 (LHR) | 02:00 | 13:30 | 800.00
DXB | MIA | Qatar Airways | 0 | 04:30 | 16:45 | 1150.00
DXB | MIA | Lufthansa | 2 (FRA, IST) | 06:15 | 19:50 | 1050.00
DXB | MIA | Turkish Airlines | 1 (IST) | 08:00 | 21:30 | 850.00
DXB | MIA | American Airlines | 1 (LHR) | 10:00 | 23:30 | 950.00
DXB | MIA | Delta Air Lines | 0 | 12:00 | 02:30 | 1200.00
DXB | MIA | British Airways | 1 (LHR) | 14:00 | 04:30 | 1000.00
DXB | MIA | KLM | 2 (AMS, IST) | 16:00 | 06:30 | 1100.00


Here are the 16 flight plans:

MIA | DUB | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
MIA | DUB | Iberia | 1 stop (MAD) | 09:30 | 18:45 | 520.00
MIA | DUB | Aer Lingus | Non-stop | 11:00 | 20:30 | 480.00
MIA | DUB | British Airways | 1 stop (LHR) | 12:30 | 22:00 | 550.00
MIA | DUB | Lufthansa | 1 stop (FRA) | 14:00 | 23:30 | 580.00
MIA | DUB | Swiss International | 1 stop (ZRH) | 15:30 | 01:00 | 610.00
MIA | DUB | KLM | 1 stop (AMS) | 17:00 | 02:30 | 630.00
MIA | DUB | Turkish Airlines | 1 stop (IST) | 19:00 | 04:00 | 650.00
DUB | MIA | Aer Lingus | Non-stop | 08:30 | 13:00 | 420.00
DUB | MIA | Iberia | 1 stop (MAD) | 10:00 | 15:30 | 500.00
DUB | MIA | American Airlines | 1 stop (PHL) | 11:30 | 17:00 | 530.00
DUB | MIA | British Airways | 1 stop (LHR) | 13:00 | 19:30 | 560.00
DUB | MIA | Lufthansa | 1 stop (FRA) | 14:30 | 21:00 | 590.00
DUB | MIA | Swiss International | 1 stop (ZRH) | 16:00 | 22:30 | 620.00
DUB | MIA | KLM | 1 stop (AMS) | 17:30 | 00:00 | 640.00
DUB | MIA | Turkish Airlines | 1 stop (IST) | 19:30 | 02:30 | 660.00


Here are the 16 flight plans:

MIA | EDI | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MIA | EDI | British Airways | 1 stop (LHR) | 10:30 | 21:15 | 950.00
MIA | EDI | Lufthansa | 1 stop (FRA) | 12:00 | 23:45 | 1050.00
MIA | EDI | Iberia | 2 stops (MAD, LHR) | 14:00 | 02:00 | 1200.00
MIA | EDI | Delta Air Lines | Non-stop | 16:00 | 02:30 | 900.00
MIA | EDI | KLM | 1 stop (AMS) | 18:00 | 04:15 | 1000.00
MIA | EDI | United Airlines | 2 stops (EWR, LHR) | 20:00 | 06:00 | 1300.00
MIA | EDI | Air France | 1 stop (CDG) | 22:00 | 08:45 | 1100.00
EDI | MIA | British Airways | Non-stop | 09:00 | 13:30 | 900.00
EDI | MIA | American Airlines | 1 stop (PHL) | 11:30 | 17:15 | 1000.00
EDI | MIA | Lufthansa | 2 stops (FRA, CLT) | 14:00 | 21:00 | 1200.00
EDI | MIA | Iberia | 1 stop (MAD) | 16:30 | 22:45 | 1050.00
EDI | MIA | Delta Air Lines | Non-stop | 19:00 | 00:30 | 850.00
EDI | MIA | KLM | 2 stops (AMS, BOS) | 21:30 | 04:15 | 1300.00
EDI | MIA | United Airlines | 1 stop (EWR) | 23:59 | 06:30 | 1100.00
EDI | MIA | Air France | 2 stops (CDG, ATL) | 01:00 | 09:45 | 1250.00


Here are the 16 flight plans:

MIA | HAN | AA | 1 (NRT) | 09:00 | 20:30 | 850.00
MIA | HAN | VN | 0 | 11:00 | 22:00 | 700.00
MIA | HAN | JL | 1 (HKG) | 13:00 | 23:30 | 950.00
MIA | HAN | UA | 1 (TPE) | 15:00 | 01:30 | 800.00
MIA | HAN | CX | 1 (BKK) | 17:00 | 02:30 | 900.00
MIA | HAN | SQ | 1 (SIN) | 19:00 | 03:30 | 1000.00
MIA | HAN | BR | 1 (TPE) | 21:00 | 04:30 | 850.00
MIA | HAN | KE | 1 (ICN) | 23:00 | 05:30 | 950.00
HAN | MIA | AA | 1 (NRT) | 09:00 | 20:30 | 850.00
HAN | MIA | VN | 0 | 11:00 | 22:00 | 700.00
HAN | MIA | JL | 1 (HKG) | 13:00 | 23:30 | 950.00
HAN | MIA | UA | 1 (TPE) | 15:00 | 01:30 | 800.00
HAN | MIA | CX | 1 (BKK) | 17:00 | 02:30 | 900.00
HAN | MIA | SQ | 1 (SIN) | 19:00 | 03:30 | 1000.00
HAN | MIA | BR | 1 (TPE) | 21:00 | 04:30 | 850.00
HAN | MIA | KE | 1 (ICN) | 23:00 | 05:30 | 950.00


Here are the 16 flight plans:

MIA | HKG | AA | 1 (NRT) | 08:00 | 21:30 | 850.00
MIA | HKG | UA | 2 (SFO, TPE) | 10:30 | 23:50 | 1200.00
MIA | HKG | CX | 0 | 12:00 | 19:00 | 900.00
MIA | HKG | JL | 1 (HND) | 14:00 | 21:10 | 1000.00
MIA | HKG | QR | 1 (DOH) | 16:00 | 22:20 | 1100.00
MIA | HKG | BR | 2 (LAX, TPE) | 18:00 | 01:30 | 1300.00
MIA | HKG | EK | 1 (DXB) | 20:00 | 23:40 | 1050.00
MIA | HKG | SQ | 2 (IAH, SIN) | 22:00 | 02:50 | 1400.00
HKG | MIA | AA | 1 (NRT) | 09:00 | 20:30 | 900.00
HKG | MIA | UA | 2 (TPE, SFO) | 11:30 | 22:50 | 1250.00
HKG | MIA | CX | 0 | 13:00 | 19:00 | 950.00
HKG | MIA | JL | 1 (HND) | 15:00 | 21:10 | 1050.00
HKG | MIA | QR | 1 (DOH) | 17:00 | 22:20 | 1150.00
HKG | MIA | BR | 2 (TPE, LAX) | 19:00 | 01:30 | 1350.00
HKG | MIA | EK | 1 (DXB) | 21:00 | 23:40 | 1100.00
HKG | MIA | SQ | 2 (SIN, IAH) | 23:00 | 02:50 | 1450.00


Here are the 16 flight plans:

MIA | IST | Turkish Airlines | Non-stop | 09:00 | 17:30 | 850.00
MIA | IST | Lufthansa | 1 stop (FRA) | 10:30 | 19:15 | 950.00
MIA | IST | American Airlines | Non-stop | 11:45 | 20:10 | 800.00
MIA | IST | Swiss International | 1 stop (ZRH) | 12:15 | 21:00 | 1050.00
MIA | IST | Delta Air Lines | Non-stop | 13:00 | 21:40 | 900.00
MIA | IST | KLM Royal Dutch | 1 stop (AMS) | 14:30 | 23:15 | 1100.00
MIA | IST | Air Canada | 1 stop (YYZ) | 15:45 | 00:20 | 1000.00
MIA | IST | United Airlines | Non-stop | 17:00 | 01:30 | 950.00
IST | MIA | Turkish Airlines | Non-stop | 08:30 | 14:00 | 800.00
IST | MIA | Lufthansa | 1 stop (FRA) | 09:45 | 16:10 | 900.00
IST | MIA | American Airlines | Non-stop | 11:15 | 18:40 | 850.00
IST | MIA | Swiss International | 1 stop (ZRH) | 12:30 | 20:15 | 1050.00
IST | MIA | Delta Air Lines | Non-stop | 13:45 | 21:20 | 900.00
IST | MIA | KLM Royal Dutch | 1 stop (AMS) | 15:00 | 23:45 | 1100.00
IST | MIA | Air Canada | 1 stop (YYZ) | 16:15 | 01:00 | 1000.00
IST | MIA | United Airlines | Non-stop | 17:30 | 02:00 | 950.00


Here are the 16 flight plans:

MIA | TLV | EL AL | 1 (AMS) | 08:00 | 18:30 | 850.00
MIA | TLV | American | 1 (CDG) | 10:00 | 20:30 | 950.00
MIA | TLV | Delta | 1 (IST) | 12:00 | 22:30 | 1050.00
MIA | TLV | Lufthansa | 2 (FRA, AMS) | 14:00 | 08:00 (+1) | 1200.00
MIA | TLV | United | 1 (EWR) | 16:00 | 02:30 (+1) | 1100.00
MIA | TLV | Turkish | 1 (IST) | 18:00 | 04:30 (+1) | 1000.00
MIA | TLV | Iberia | 2 (MAD, BCN) | 20:00 | 10:30 (+1) | 1300.00
MIA | TLV | Swiss | 1 (ZRH) | 22:00 | 12:30 (+1) | 1250.00

TLV | MIA | EL AL | 1 (AMS) | 08:00 | 14:30 | 900.00
TLV | MIA | American | 1 (CDG) | 10:00 | 16:30 | 1000.00
TLV | MIA | Delta | 1 (IST) | 12:00 | 18:30 | 1150.00
TLV | MIA | Lufthansa | 2 (FRA, AMS) | 14:00 | 22:00 | 1350.00
TLV | MIA | United | 1 (EWR) | 16:00 | 22:30 | 1250.00
TLV | MIA | Turkish | 1 (IST) | 18:00 | 00:30 (+1) | 1100.00
TLV | MIA | Iberia | 2 (MAD, BCN) | 20:00 | 06:30 (+1) | 1400.00
TLV | MIA | Swiss | 1 (ZRH) | 22:00 | 08:30 (+1) | 1300.00


Here are the 16 flight plans:

MIA | LIM | American Airlines | Non-stop | 08:00 | 14:30 | 450.00
MIA | LIM | LATAM | 1 stop (BOG) | 09:30 | 17:15 | 520.00
MIA | LIM | Avianca | Non-stop | 11:00 | 17:00 | 480.00
MIA | LIM | Copa Airlines | 1 stop (PTY) | 12:30 | 19:45 | 550.00
MIA | LIM | Delta Air Lines | Non-stop | 14:00 | 20:00 | 500.00
MIA | LIM | Aeromexico | 1 stop (MEX) | 15:30 | 22:15 | 580.00
MIA | LIM | Spirit Airlines | 1 stop (FLL) | 17:00 | 23:45 | 420.00
MIA | LIM | JetBlue | Non-stop | 19:00 | 00:30 | 460.00

LIM | MIA | LATAM | Non-stop | 08:00 | 14:30 | 450.00
LIM | MIA | American Airlines | 1 stop (BOG) | 09:30 | 17:15 | 520.00
LIM | MIA | Avianca | Non-stop | 11:00 | 17:00 | 480.00
LIM | MIA | Copa Airlines | 1 stop (PTY) | 12:30 | 19:45 | 550.00
LIM | MIA | Delta Air Lines | Non-stop | 14:00 | 20:00 | 500.00
LIM | MIA | Aeromexico | 1 stop (MEX) | 15:30 | 22:15 | 580.00
LIM | MIA | Spirit Airlines | 1 stop (FLL) | 17:00 | 23:45 | 420.00
LIM | MIA | JetBlue | Non-stop | 19:00 | 00:30 | 460.00


Here are the 16 flight plans:

MIA | LHR | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
MIA | LHR | British Airways | 1 stop (PHL) | 09:30 | 20:15 | 950.00
MIA | LHR | Iberia | Non-stop | 11:00 | 21:30 | 780.00
MIA | LHR | LATAM | 1 stop (MAD) | 12:30 | 23:45 | 820.00
MIA | LHR | Delta Air Lines | Non-stop | 14:00 | 02:30 | 900.00
MIA | LHR | Virgin Atlantic | 1 stop (JFK) | 15:30 | 04:15 | 860.00
MIA | LHR | Air Europa | Non-stop | 17:00 | 05:30 | 840.00
MIA | LHR | TAP Air Portugal | 1 stop (LIS) | 19:00 | 07:45 | 800.00

LHR | MIA | British Airways | Non-stop | 08:00 | 11:30 | 930.00
LHR | MIA | American Airlines | 1 stop (PHL) | 09:30 | 14:15 | 980.00
LHR | MIA | Iberia | Non-stop | 11:00 | 14:30 | 810.00
LHR | MIA | LATAM | 1 stop (MAD) | 12:30 | 17:45 | 850.00
LHR | MIA | Delta Air Lines | Non-stop | 14:00 | 17:30 | 960.00
LHR | MIA | Virgin Atlantic | 1 stop (JFK) | 15:30 | 20:15 | 890.00
LHR | MIA | Air Europa | Non-stop | 17:00 | 20:30 | 870.00
LHR | MIA | TAP Air Portugal | 1 stop (LIS) | 19:00 | 23:45 | 830.00


Here are the 16 flight plans:

MIA | MAD | AA | 0 | 08:00 | 15:30 | 450.00
MIA | MAD | IBERIA | 1 (LHR) | 10:30 | 18:00 | 520.00
MIA | MAD | LATAM | 0 | 12:00 | 19:30 | 480.00
MIA | MAD | AVIANCA | 1 (BOG) | 14:00 | 21:30 | 550.00
MIA | MAD | TAP | 1 (LIS) | 16:00 | 23:30 | 500.00
MIA | MAD | SWISS | 1 (ZRH) | 18:00 | 01:30 | 530.00
MIA | MAD | KLM | 1 (AMS) | 20:00 | 03:30 | 510.00
MIA | MAD | UNITED | 0 | 22:00 | 05:30 | 490.00

MAD | MIA | IBERIA | 0 | 08:00 | 13:30 | 420.00
MAD | MIA | AA | 1 (PHL) | 10:00 | 16:00 | 540.00
MAD | MIA | LATAM | 1 (GRU) | 12:00 | 18:30 | 560.00
MAD | MIA | AVIANCA | 0 | 14:00 | 20:30 | 480.00
MAD | MIA | TAP | 1 (OPO) | 16:00 | 22:30 | 500.00
MAD | MIA | SWISS | 1 (GVA) | 18:00 | 01:00 | 530.00
MAD | MIA | KLM | 1 (CDG) | 20:00 | 03:00 | 510.00
MAD | MIA | UNITED | 0 | 22:00 | 05:00 | 490.00


Here are the 16 flight plans:

MIA | MEX | American Airlines | Non-stop | 08:00 | 10:30 | 450.00
MIA | MEX | Delta Air Lines | 1 stop (ATL) | 09:15 | 12:45 | 520.00
MIA | MEX | Aeromexico | Non-stop | 10:45 | 13:15 | 480.00
MIA | MEX | LATAM | 1 stop (LIM) | 11:30 | 15:00 | 550.00
MIA | MEX | United Airlines | Non-stop | 12:00 | 14:30 | 500.00
MIA | MEX | Copa Airlines | 1 stop (PTY) | 13:15 | 16:45 | 580.00
MIA | MEX | Avianca | 1 stop (BOG) | 14:30 | 18:00 | 600.00
MIA | MEX | Interjet | Non-stop | 15:45 | 18:15 | 530.00
MEX | MIA | American Airlines | Non-stop | 08:00 | 11:30 | 420.00
MEX | MIA | Aeromexico | Non-stop | 09:15 | 12:45 | 450.00
MEX | MIA | Delta Air Lines | 1 stop (ATL) | 10:45 | 14:15 | 500.00
MEX | MIA | LATAM | 1 stop (LIM) | 11:30 | 15:00 | 530.00
MEX | MIA | United Airlines | Non-stop | 12:00 | 14:30 | 480.00
MEX | MIA | Copa Airlines | 1 stop (PTY) | 13:15 | 16:45 | 550.00
MEX | MIA | Avianca | 1 stop (BOG) | 14:30 | 18:00 | 570.00
MEX | MIA | Interjet | Non-stop | 15:45 | 18:15 | 510.00


Here are the 16 flight plans:

MIA | MBJ | American Airlines | Non-stop | 08:00 | 10:30 | 420.00
MIA | MBJ | Delta Air Lines | Non-stop | 12:30 | 15:00 | 450.00
MIA | MBJ | JetBlue Airways | 1 stop (FLL) | 14:00 | 17:30 | 380.00
MIA | MBJ | Spirit Airlines | Non-stop | 16:00 | 18:30 | 320.00
MIA | MBJ | United Airlines | 1 stop (EWR) | 18:00 | 21:30 | 400.00
MIA | MBJ | Frontier Airlines | Non-stop | 20:00 | 22:30 | 350.00
MIA | MBJ | Southwest Airlines | 1 stop (TPA) | 21:00 | 00:30 | 430.00
MIA | MBJ | Alaska Airlines | Non-stop | 22:00 | 00:30 | 480.00

MBJ | MIA | American Airlines | Non-stop | 08:30 | 11:00 | 440.00
MBJ | MIA | Delta Air Lines | 1 stop (ATL) | 10:00 | 13:30 | 410.00
MBJ | MIA | JetBlue Airways | Non-stop | 12:00 | 14:30 | 390.00
MBJ | MIA | Spirit Airlines | 1 stop (FLL) | 14:30 | 17:00 | 360.00
MBJ | MIA | United Airlines | Non-stop | 16:30 | 19:00 | 420.00
MBJ | MIA | Frontier Airlines | 1 stop (PBI) | 18:30 | 21:00 | 400.00
MBJ | MIA | Southwest Airlines | Non-stop | 20:30 | 23:00 | 450.00
MBJ | MIA | Alaska Airlines | 1 stop (SJU) | 22:30 | 01:00 | 480.00


Here are the 16 flight plans:

MIA | YUL | AA | 1 (YYZ) | 08:00 | 12:30 | 450.00
MIA | YUL | AC | 0 | 10:30 | 14:45 | 520.00
MIA | YUL | WS | 1 (BOS) | 12:15 | 17:20 | 480.00
MIA | YUL | DL | 0 | 14:00 | 18:15 | 550.00
MIA | YUL | UA | 1 (EWR) | 15:45 | 20:50 | 500.00
MIA | YUL | AS | 1 (FLL) | 17:30 | 22:35 | 460.00
MIA | YUL | B6 | 0 | 19:15 | 23:20 | 530.00
MIA | YUL | NK | 1 (TPA) | 20:50 | 01:55 | 490.00
YUL | MIA | AC | 0 | 08:00 | 12:05 | 500.00
YUL | MIA | WS | 1 (YYZ) | 09:30 | 14:35 | 470.00
YUL | MIA | AA | 0 | 11:15 | 15:20 | 520.00
YUL | MIA | DL | 1 (ATL) | 12:45 | 17:50 | 510.00
YUL | MIA | UA | 0 | 14:30 | 18:35 | 550.00
YUL | MIA | B6 | 1 (BOS) | 16:00 | 20:05 | 480.00
YUL | MIA | AS | 0 | 17:45 | 22:00 | 530.00
YUL | MIA | NK | 1 (FLL) | 19:20 | 23:25 | 490.00


Here are the 16 flight plans:

MIA | BOM | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
MIA | BOM | UA | 2 (EWR, FRA) | 10:30 | 22:15 | 1200.00
MIA | BOM | DL | 1 (CDG) | 12:00 | 00:45 | 950.00
MIA | BOM | QR | 0 | 14:30 | 04:15 | 1000.00
MIA | BOM | BA | 1 (LHR) | 16:00 | 06:30 | 1100.00
MIA | BOM | LH | 2 (FRA, IST) | 18:30 | 10:15 | 1300.00
MIA | BOM | EK | 1 (DXB) | 20:00 | 12:30 | 900.00
MIA | BOM | TK | 2 (IST, KWI) | 22:00 | 14:45 | 1400.00
BOM | MIA | AI | 1 (LHR) | 02:00 | 14:30 | 1050.00
BOM | MIA | UA | 2 (FRA, EWR) | 04:30 | 18:15 | 1250.00
BOM | MIA | DL | 1 (CDG) | 06:00 | 20:45 | 1000.00
BOM | MIA | QR | 0 | 08:30 | 22:15 | 950.00
BOM | MIA | BA | 1 (LHR) | 10:00 | 00:30 | 1150.00
BOM | MIA | LH | 2 (IST, FRA) | 12:30 | 04:15 | 1350.00
BOM | MIA | EK | 1 (DXB) | 14:00 | 06:30 | 920.00
BOM | MIA | TK | 2 (KWI, IST) | 16:00 | 08:45 | 1450.00


Here are the 16 flight plans:

MIA | OSL | Norwegian | 1 (LHR) | 08:00 | 18:30 | 550.00
MIA | OSL | American | 2 (PHL, AMS) | 09:30 | 21:15 | 720.00
MIA | OSL | Delta | 1 (CDG) | 11:45 | 22:50 | 650.00
MIA | OSL | Lufthansa | 2 (FRA, CPH) | 13:00 | 00:30 | 850.00
MIA | OSL | British Airways | 1 (LHR) | 14:30 | 01:15 | 600.00
MIA | OSL | Iberia | 2 (MAD, HEL) | 16:00 | 03:45 | 780.00
MIA | OSL | United | 1 (EWR) | 18:15 | 05:00 | 580.00
MIA | OSL | Air France | 2 (MXP, ARN) | 20:00 | 07:30 | 750.00
OSL | MIA | Norwegian | 1 (LHR) | 08:30 | 18:00 | 520.00
OSL | MIA | American | 2 (AMS, PHL) | 10:00 | 21:45 | 700.00
OSL | MIA | Delta | 1 (CDG) | 12:15 | 23:10 | 620.00
OSL | MIA | Lufthansa | 2 (CPH, FRA) | 14:00 | 01:35 | 800.00
OSL | MIA | British Airways | 1 (LHR) | 15:45 | 02:20 | 580.00
OSL | MIA | Iberia | 2 (HEL, MAD) | 17:15 | 04:50 | 760.00
OSL | MIA | United | 1 (EWR) | 19:00 | 06:40 | 560.00
OSL | MIA | Air France | 2 (ARN, MXP) | 21:00 | 08:20 | 730.00


Here are the 16 flight plans:

MIA | PTY | AA | 0 | 08:00 | 10:35 | 450.00
MIA | PTY | UA | 1 (SJU) | 09:15 | 12:50 | 520.00
MIA | PTY | DL | 0 | 10:30 | 13:05 | 480.00
MIA | PTY | AV | 1 (BOG) | 11:45 | 15:20 | 550.00
MIA | PTY | CM | 0 | 13:00 | 15:35 | 500.00
MIA | PTY | B6 | 1 (FLL) | 14:15 | 17:40 | 530.00
MIA | PTY | WN | 1 (PBI) | 15:30 | 18:55 | 560.00
MIA | PTY | LA | 0 | 17:00 | 19:35 | 490.00
PTY | MIA | AA | 0 | 08:00 | 10:35 | 430.00
PTY | MIA | UA | 1 (LIM) | 09:15 | 12:50 | 510.00
PTY | MIA | DL | 0 | 10:30 | 13:05 | 460.00
PTY | MIA | AV | 1 (BOG) | 11:45 | 15:20 | 540.00
PTY | MIA | CM | 0 | 13:00 | 15:35 | 480.00
PTY | MIA | B6 | 1 (FLL) | 14:15 | 17:40 | 520.00
PTY | MIA | WN | 1 (PBI) | 15:30 | 18:55 | 580.00
PTY | MIA | LA | 0 | 17:00 | 19:35 | 500.00


MIA | CDG | American Airlines | Non-stop | 08:00 | 17:30 | 850.00
MIA | CDG | Delta Air Lines | 1 stop (JFK) | 09:30 | 19:45 | 720.00
MIA | CDG | Air France | Non-stop | 11:00 | 20:30 | 950.00
